"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"487",507,25,634,12,"english","clouds",0.15,"circles",0.1,"squares",0.2,"solid things",0.15,"striped things",0.45,"polka-dotted things",0.15,NA,NA,NA,NA,NA,NA,NA,123,NA,121,312,"green",112121,NA,"False","prior_inference",3,1,2,22,4,12,0.33333,0.22222,0.44444,0.2,0.6,0.2,NA,NA,NA,0.66667,0.33333,0,0,0.66667,0.33333,0,0,1,0.46864,0.33333,0.19802,0.19802,0.46864,0.33333,0.21177,0.21177,0.57646,112121,148.464826169641
"488",508,25,295,13,"english","solid things",0.2,"striped things",0.5,"polka-dotted things",0.1,"blue things",0.05,"red things",0,"green things",0.15,NA,NA,NA,NA,NA,NA,NA,223,NA,231,323,"circle",212222,NA,"True","prior_inference",1,2,3,23,8,24,NA,NA,NA,0.25,0.625,0.125,0.25,0,0.75,0.33333,0.66667,0,0.33333,0.66667,0,0,0.33333,0.66667,0.33333,0.42845,0.23821,0.33333,0.59812,0.06854,0.06854,0.33333,0.59812,212222,87.2460680289751
"489",509,25,2053,14,"english","solid things",0.9,"striped things",0.05,"polka-dotted things",0.1,"blue things",0.1,"red things",0.1,"green things",0.4,NA,NA,NA,NA,NA,NA,NA,213,NA,221,232,"circle",321111,NA,"True","prior_inference",1,2,3,20,5,17,NA,NA,NA,0.85714,0.04762,0.09524,0.16667,0.16667,0.66667,0.33333,0.33333,0.33333,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.83954,0.08023,0.08023,0.08023,0.08023,0.83954,321111,109.646909190193
"490",510,25,104,15,"english","blue things",0.15,"red things",0.25,"green things",0.2,"solid things",0.05,"striped things",0.15,"polka-dotted things",0.85,NA,NA,NA,NA,NA,NA,NA,132,NA,112,221,"cloud",212111,NA,"True","prior_inference",1,3,2,16,10,5,NA,NA,NA,0.04762,0.14286,0.80952,0.25,0.41667,0.33333,0.66667,0,0.33333,0,0,1,0,0.66667,0.33333,0.42845,0.23821,0.33333,0.06825,0.21752,0.71423,0.23821,0.42845,0.33333,212111,101.349339396932
"501",541,27,432,6,"english","solid things",1,"striped things",0,"polka-dotted things",0.5,"blue things",0,"red things",0,"green things",1,NA,NA,NA,NA,NA,NA,NA,113,NA,122,121,"cloud",321112,NA,"True","prior_inference",1,2,3,19,13,4,NA,NA,NA,0.66667,0,0.33333,0,0,1,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0,1,0.33333,0.33333,0.33333,0.64214,0.02453,0.33333,0.03548,0.03548,0.92903,321211,0.636514168294813
"502",542,27,1811,7,"english","blue things",0,"red things",0.5,"green things",1,"solid things",0,"striped things",0.5,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,133,NA,233,211,"cloud",122121,NA,"False","prior_inference",1,3,2,25,26,2,NA,NA,NA,0,0.33333,0.66667,0,0.33333,0.66667,0.66667,0,0.33333,0,0.33333,0.66667,0,0.33333,0.66667,0.35786,0.3088,0.33333,0.30977,0.33333,0.3569,0.30977,0.33333,0.3569,122121,1.27302833658963
"503",543,27,1393,8,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.05,"circles",1,"squares",0.05,NA,NA,NA,NA,NA,NA,NA,221,NA,331,111,"striped",113211,NA,"False","prior_inference",2,3,1,5,9,1,0.04545,0.90909,0.04545,NA,NA,NA,0.33333,0.33333,0.33333,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.31657,0.36686,0.31657,0.31657,0.36686,0.31657,0.33333,0.33333,0.33333,113211,21.8139283410555
"504",544,27,2089,9,"english","solid things",0,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0.05,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,133,NA,112,121,"cloud",321111,NA,"True","prior_inference",1,2,3,25,10,4,NA,NA,NA,0,0,1,0,0.05,0.95,0.33333,0.33333,0.33333,0,0,1,0,0,1,0.33333,0.33333,0.33333,0.03548,0.03548,0.92903,0.03548,0.03548,0.92903,321111,11.5129254649702
"505",545,27,322,10,"english","solid things",0.05,"striped things",0.95,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,221,NA,231,212,"blue",213211,NA,"True","prior_inference",3,2,1,5,8,11,0.33333,0.33333,0.33333,0.05,0.95,0,NA,NA,NA,0.33333,0.33333,0.33333,0,1,0,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.31715,0.65773,0.02512,0.34562,0.32105,0.33333,213211,12.4920361174812
"506",546,27,1732,11,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,133,NA,123,322,"cloud",212112,NA,"True","prior_inference",1,3,2,25,22,15,NA,NA,NA,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0,0.66667,0.33333,0,0.66667,0.34562,0.33333,0.32105,0.33333,0.04407,0.6226,0.33333,0.32105,0.34562,212112,76.9981381351566
"507",547,27,176,12,"english","solid things",0.5,"striped things",1,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,233,233,"green",323212,NA,"True","prior_inference",3,2,1,23,26,26,0.33333,0.33333,0.33333,0.33333,0.66667,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.64214,0.02453,0.33333,0.33333,0.33333,323212,1.73512645696292
"508",548,27,301,13,"english","blue things",0.95,"red things",0,"green things",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,132,333,"cloud",213211,NA,"True","prior_inference",1,3,2,7,16,27,NA,NA,NA,0.33333,0.33333,0.33333,1,0,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,1,0,0,0.34562,0.33333,0.32105,0.33333,0.33333,0.33333,0.65773,0.02512,0.31715,213211,1.09861228866811
"509",549,27,2105,14,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,123,112,"polka-dotted",111112,NA,"False","prior_inference",2,1,3,9,22,10,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0,1,1,0,0,0.3088,0.33333,0.35786,0.31657,0.31657,0.36686,0.36686,0.31657,0.31657,111211,228.504990744556
"510",550,27,1849,15,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,133,121,"square",122121,NA,"False","prior_inference",1,3,2,27,25,4,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,0.66667,0.3088,0.33333,0.35786,0.33333,0.30977,0.3569,0.30977,0.33333,0.3569,122121,153.126900083568
"521",561,28,1390,6,"english","blue things",0.15,"red things",0.15,"green things",0.8,"solid things",0.65,"striped things",0.85,"polka-dotted things",0.05,NA,NA,NA,NA,NA,NA,NA,323,NA,221,122,"square",113211,NA,"False","prior_inference",1,3,2,24,5,13,NA,NA,NA,0.41935,0.54839,0.03226,0.13636,0.13636,0.72727,0,0,1,0.33333,0.33333,0.33333,0,0,1,0,0,1,0.33333,0.33333,0.33333,0,0,1,113211,63.5611207191217
"522",562,28,1640,7,"english","blue things",0.05,"red things",0.8,"green things",0.35,"clouds",0.75,"circles",0.35,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,122,NA,221,311,"striped",211112,NA,"True","prior_inference",2,3,1,13,5,3,0.55556,0.25926,0.18519,NA,NA,NA,0.04167,0.66667,0.29167,1,0,0,0,0.66667,0.33333,0,0.66667,0.33333,1,0,0,0,0.66667,0.33333,0,0.66667,0.33333,211211,112.293011947453
"523",563,28,69,8,"english","solid things",0.5,"striped things",0.65,"polka-dotted things",0.5,"clouds",0.6,"circles",0.4,"squares",0.15,NA,NA,NA,NA,NA,NA,NA,122,NA,221,331,"red",122111,NA,"False","prior_inference",3,2,1,13,5,9,0.52174,0.34783,0.13043,0.30303,0.39394,0.30303,NA,NA,NA,1,0,0,0.33333,0.66667,0,0,0.66667,0.33333,1,0,0,0.33333,0.66667,0,0,0.66667,0.33333,122111,179.476250482133
"524",564,28,1565,9,"english","blue things",0.05,"red things",0.85,"green things",0.2,"clouds",0.25,"circles",0.4,"squares",0.8,NA,NA,NA,NA,NA,NA,NA,322,NA,322,121,"striped",322121,NA,"True","prior_inference",2,3,1,15,15,4,0.17241,0.27586,0.55172,NA,NA,NA,0.04545,0.77273,0.18182,0,0.33333,0.66667,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0,0.66667,0.33333,322121,51.1431940269419
"525",565,28,1613,10,"english","blue things",0.25,"red things",0.2,"green things",0.75,"solid things",0.45,"striped things",0.8,"polka-dotted things",0.2,NA,NA,NA,NA,NA,NA,NA,223,NA,232,131,"circle",211112,NA,"True","prior_inference",1,3,2,23,17,7,NA,NA,NA,0.31034,0.55172,0.13793,0.20833,0.16667,0.625,0,0.66667,0.33333,0.33333,0.66667,0,0,0,1,0,0.66667,0.33333,0.33333,0.66667,0,0,0,1,211211,118.41099146276
"526",566,28,1252,11,"english","solid things",0.5,"striped things",0.75,"polka-dotted things",0.1,"clouds",0.2,"circles",0.15,"squares",0.7,NA,NA,NA,NA,NA,NA,NA,322,NA,133,211,"red",111111,NA,"False","prior_inference",3,2,1,15,25,2,0.19048,0.14286,0.66667,0.37037,0.55556,0.07407,NA,NA,NA,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,111111,178.133820338701
"527",567,28,2117,12,"english","blue things",0.75,"red things",0.1,"green things",0.45,"solid things",0.55,"striped things",0.65,"polka-dotted things",0.15,NA,NA,NA,NA,NA,NA,NA,221,NA,312,132,"circle",111112,NA,"False","prior_inference",1,3,2,5,12,16,NA,NA,NA,0.40741,0.48148,0.11111,0.57692,0.07692,0.34615,0,1,0,0,1,0,0.66667,0,0.33333,0,1,0,0,1,0,0.66667,0,0.33333,111211,137.018911479359
"528",568,28,1795,13,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.25,"red things",0.2,"green things",0.75,NA,NA,NA,NA,NA,NA,NA,313,NA,313,311,"solid",322132,NA,"True","prior_inference",2,1,3,21,21,3,0.33333,0.33333,0.33333,NA,NA,NA,0.20833,0.16667,0.625,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,323221,49.4457190349622
"529",569,28,466,14,"english","solid things",0.3,"striped things",0.15,"polka-dotted things",0.65,"clouds",0.6,"circles",0.35,"squares",0.2,NA,NA,NA,NA,NA,NA,NA,132,NA,212,321,"red",211111,NA,"True","prior_inference",3,2,1,16,11,6,0.52174,0.30435,0.17391,0.27273,0.13636,0.59091,NA,NA,NA,1,0,0,0,0,1,0,0.66667,0.33333,1,0,0,0,0,1,0,0.66667,0.33333,211111,203.938871018229
"530",570,28,2098,15,"english","blue things",0.8,"red things",0.15,"green things",0.3,"clouds",0.35,"circles",0.7,"squares",0.1,NA,NA,NA,NA,NA,NA,NA,211,NA,312,113,"solid",321111,NA,"True","prior_inference",2,3,1,2,12,19,0.30435,0.6087,0.08696,NA,NA,NA,0.64,0.12,0.24,0,1,0,0.33333,0.33333,0.33333,1,0,0,0,1,0,0.33333,0.33333,0.33333,1,0,0,321111,172.994219160596
"541",581,29,1037,6,"English","clouds",0.5,"circles",0.7,"squares",0.3,"blue things",0.25,"red things",0.7,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,212,NA,311,221,"solid",212212,NA,"True","prior_inference",2,1,3,11,3,5,0.33333,0.46667,0.2,NA,NA,NA,0.17241,0.48276,0.34483,0.33333,0.66667,0,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.49601,0.17065,0.37004,0.29662,0.33333,0.17884,0.48783,0.33333,212212,86.9024988762438
"542",582,29,845,7,"English","blue things",0.35,"red things",0.75,"green things",0.35,"solid things",0.35,"striped things",0.65,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,322,NA,223,131,"square",112111,NA,"False","prior_inference",1,3,2,15,23,7,NA,NA,NA,0.23333,0.43333,0.33333,0.24138,0.51724,0.24138,0,0,1,0.33333,0.66667,0,0,1,0,0.27761,0.27761,0.44478,0.33333,0.39045,0.27622,0.27761,0.44478,0.27761,112111,187.718940511723
"543",583,29,337,8,"English","blue things",0.5,"red things",0.75,"green things",0.35,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,112,NA,113,211,"cloud",213211,NA,"True","prior_inference",1,3,2,10,19,2,NA,NA,NA,0.33333,0.33333,0.33333,0.3125,0.46875,0.21875,0.66667,0,0.33333,0.33333,0.33333,0.33333,0,1,0,0.37004,0.29662,0.33333,0.33333,0.33333,0.33333,0.28612,0.55571,0.15817,213211,123.180555388977
"544",584,29,756,9,"English","clouds",0.3,"circles",0.75,"squares",0.3,"solid things",0.3,"striped things",0.75,"polka-dotted things",0.3,NA,NA,NA,NA,NA,NA,NA,222,NA,332,333,"red",211212,NA,"True","prior_inference",3,1,2,14,18,27,0.22222,0.55556,0.22222,0.22222,0.55556,0.22222,NA,NA,NA,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.48783,0.17884,0.33333,0.48783,0.17884,0.33333,0.37004,0.29662,211212,103.316138760943
"545",585,29,767,10,"English","solid things",0.75,"striped things",0.5,"polka-dotted things",0.3,"clouds",0.5,"circles",0.75,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,211,NA,331,332,"blue",211212,NA,"True","prior_inference",3,2,1,2,9,18,0.33333,0.5,0.16667,0.48387,0.32258,0.19355,NA,NA,NA,0.33333,0.66667,0,0.66667,0.33333,0,0.66667,0,0.33333,0.33333,0.48783,0.17884,0.48783,0.33333,0.17884,0.37004,0.29662,0.33333,211212,84.0947113078739
"546",586,29,811,11,"English","blue things",0.65,"red things",0.4,"green things",0.4,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,221,NA,123,332,"circle",112111,NA,"False","prior_inference",1,3,2,5,22,18,NA,NA,NA,0.33333,0.33333,0.33333,0.44828,0.27586,0.27586,0,1,0,0.33333,0.66667,0,1,0,0,0.27761,0.44478,0.27761,0.33333,0.39045,0.27622,0.44478,0.27761,0.27761,112111,203.614549120221
"547",587,29,939,12,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.7,"clouds",0.5,"circles",0.5,"squares",0.7,NA,NA,NA,NA,NA,NA,NA,331,NA,331,122,"blue",212121,NA,"False","prior_inference",3,2,1,9,9,13,0.29412,0.29412,0.41176,0.29412,0.29412,0.41176,NA,NA,NA,0,0.33333,0.66667,0.33333,0,0.66667,0.66667,0,0.33333,0.29662,0.33333,0.37004,0.33333,0.29662,0.37004,0.37004,0.29662,0.33333,212121,135.799907517043
"548",588,29,122,13,"English","clouds",0.5,"circles",0.35,"squares",0.65,"blue things",0.5,"red things",0.75,"green things",0.25,NA,NA,NA,NA,NA,NA,NA,332,NA,333,121,"polka-dotted",212111,NA,"True","prior_inference",2,1,3,18,27,4,0.33333,0.23333,0.43333,NA,NA,NA,0.33333,0.5,0.16667,0,0.33333,0.66667,0.33333,0,0.66667,0,1,0,0.29662,0.33333,0.37004,0.33333,0.29662,0.37004,0.28612,0.55571,0.15817,212111,191.700076214223
"549",589,29,2195,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.65,NA,NA,NA,NA,NA,NA,NA,313,NA,131,122,"square",121111,NA,"False","prior_inference",1,2,3,21,7,13,NA,NA,NA,0.33333,0.33333,0.33333,0.30303,0.30303,0.39394,0,0.33333,0.66667,1,0,0,0,0,1,0.2562,0.33333,0.41047,0.44478,0.27761,0.27761,0.27761,0.27761,0.44478,121111,292.067059978153
"550",590,29,431,15,"English","solid things",0.8,"striped things",0.15,"polka-dotted things",0.5,"blue things",0.8,"red things",0.3,"green things",0.3,NA,NA,NA,NA,NA,NA,NA,111,NA,123,122,"cloud",321112,NA,"True","prior_inference",1,2,3,1,22,13,NA,NA,NA,0.55172,0.10345,0.34483,0.57143,0.21429,0.21429,0.33333,0.33333,0.33333,0.66667,0,0.33333,1,0,0,0.33333,0.33333,0.33333,0.51896,0.14771,0.33333,0.63724,0.18138,0.18138,321211,123.146545438034
"561",601,30,2323,6,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,222,222,"green",123232,NA,"False","prior_inference",3,2,1,23,14,14,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33294,0.33373,123232,2.19722457733622
"562",602,30,59,7,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,323,221,"polka-dotted",122111,NA,"False","prior_inference",2,3,1,18,24,5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0,1,0,0.33333,0.33299,0.33368,0.33333,0.33294,0.33373,0.33307,0.33386,0.33307,122111,228.962269299101
"563",603,30,1141,8,"english","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,NA,NA,NA,NA,NA,NA,NA,112,NA,121,121,"cloud",321212,NA,"True","prior_inference",1,2,3,10,4,4,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.58013,0.08654,0.33333,0.08654,0.58013,0.33333,321212,0.810930216216329
"564",604,30,1571,9,"english","blue things",0,"red things",0,"green things",0.95,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,123,NA,123,321,"striped",322121,NA,"True","prior_inference",2,3,1,22,22,6,0.33333,0.33333,0.33333,NA,NA,NA,0,0,1,0.66667,0.33333,0,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.52926,0.33333,0.1374,0.33333,0.33333,0.33333,0.1374,0.33333,0.52926,322121,77.5637666493512
"565",605,30,773,10,"english","blue things",0,"red things",1,"green things",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,312,NA,333,233,"square",211212,NA,"True","prior_inference",1,3,2,12,27,26,NA,NA,NA,0.5,0.5,0,0,1,0,0.33333,0,0.66667,0.66667,0.33333,0,0.33333,0.66667,0,0.33333,0.33316,0.33351,0.53903,0.33333,0.12764,0.33333,0.53903,0.12764,211212,1.1575038064963
"566",606,30,155,11,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",1,"circles",0,"squares",0,NA,NA,NA,NA,NA,NA,NA,112,NA,312,312,"solid",323212,NA,"True","prior_inference",2,3,1,10,12,12,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58013,0.33333,0.08654,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.50407739677627
"567",607,30,735,12,"english","solid things",0,"striped things",0.5,"polka-dotted things",1,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,112,331,"cloud",212122,NA,"True","prior_inference",1,2,3,16,10,9,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0.33333,0.66667,0,0.66667,0.33333,0.33351,0.33333,0.33316,0.0937,0.33333,0.57296,0.33316,0.33351,0.33333,212122,77.1662602478723
"568",608,30,1128,13,"english","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,332,NA,122,122,"red",321212,NA,"True","prior_inference",3,1,2,18,13,13,0,0,1,0,0,1,NA,NA,NA,0,0.33333,0.66667,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.08654,0.33333,0.58013,0.33333,0.08654,0.58013,0.33333,0.33333,0.33333,321212,0.810930216216329
"569",609,30,2384,14,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,311,321,"polka-dotted",113232,NA,"False","prior_inference",2,1,3,9,3,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33307,0.33307,0.33386,0.33333,0.33333,0.33333,113232,2.19722457733622
"570",610,30,546,15,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,213,NA,233,123,"solid",112132,NA,"False","prior_inference",2,1,3,20,26,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0,0.66667,0.33333,1,0,0,0.33333,0.33333,0.33333,0.33299,0.33368,0.33333,0.33386,0.33307,0.33307,0.33333,0.33333,0.33333,113221,77.81231964483
"581",621,31,1053,6,"english","clouds",0.1,"circles",0.1,"squares",0.9,"solid things",0.05,"striped things",1,"polka-dotted things",0.15,NA,NA,NA,NA,NA,NA,NA,323,NA,331,332,"green",113212,NA,"False","prior_inference",3,1,2,24,9,18,0.09091,0.09091,0.81818,0.04167,0.83333,0.125,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0,1,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0,1,113212,30.2327982787776
"582",622,31,2173,7,"english","clouds",0.05,"circles",0.9,"squares",0.1,"blue things",0,"red things",0.95,"green things",0,NA,NA,NA,NA,NA,NA,NA,212,NA,323,121,"solid",121111,NA,"False","prior_inference",2,1,3,11,24,4,0.04762,0.85714,0.09524,NA,NA,NA,0,1,0,0,1,0,0.66667,0,0.33333,0,1,0,0,1,0,0.66667,0,0.33333,0,1,0,121111,32.7998168565463
"583",623,31,251,8,"english","blue things",0.05,"red things",0.9,"green things",0.9,"clouds",0.85,"circles",0.55,"squares",0.95,NA,NA,NA,NA,NA,NA,NA,333,NA,132,313,"polka-dotted",212222,NA,"True","prior_inference",2,3,1,27,16,21,0.3617,0.23404,0.40426,NA,NA,NA,0.02703,0.48649,0.48649,0,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.66667,212222,195.941088936181
"584",624,31,450,9,"english","solid things",0.9,"striped things",0.9,"polka-dotted things",0.9,"blue things",0.9,"red things",0.9,"green things",0.9,NA,NA,NA,NA,NA,NA,NA,211,NA,233,223,"circle",321112,NA,"True","prior_inference",1,2,3,2,26,23,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,1,0,0,0.66667,0.33333,0,321211,230.895023467699
"585",625,31,668,10,"english","clouds",0.05,"circles",0.05,"squares",0.9,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.05,NA,NA,NA,NA,NA,NA,NA,311,NA,131,323,"blue",212211,NA,"True","prior_inference",3,1,2,3,7,24,0.05,0.05,0.9,0.90476,0.04762,0.04762,NA,NA,NA,0,0.33333,0.66667,1,0,0,0.66667,0.33333,0,0,0.33333,0.66667,1,0,0,0.66667,0.33333,0,212211,33.8301757460452
"586",626,31,1171,11,"english","solid things",0.05,"striped things",0.1,"polka-dotted things",0.95,"clouds",0.75,"circles",0.35,"squares",0.85,NA,NA,NA,NA,NA,NA,NA,132,NA,332,131,"red",212232,NA,"True","prior_inference",3,2,1,16,18,7,0.38462,0.17949,0.4359,0.04545,0.09091,0.86364,NA,NA,NA,0.66667,0.33333,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,213222,101.815940359628
"587",627,31,1544,12,"english","blue things",0.9,"red things",0.95,"green things",0.9,"solid things",0.9,"striped things",0.95,"polka-dotted things",0.9,NA,NA,NA,NA,NA,NA,NA,331,NA,333,323,"square",322112,NA,"True","prior_inference",1,3,2,9,27,24,NA,NA,NA,0.32727,0.34545,0.32727,0.32727,0.34545,0.32727,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.66667,0.33333,0,322112,155.938957367635
"588",628,31,886,13,"english","solid things",0.95,"striped things",0.1,"polka-dotted things",0.1,"blue things",0.05,"red things",1,"green things",0.1,NA,NA,NA,NA,NA,NA,NA,112,NA,313,222,"cloud",112122,NA,"False","prior_inference",1,2,3,10,21,14,NA,NA,NA,0.82609,0.08696,0.08696,0.04348,0.86957,0.08696,1,0,0,0.66667,0,0.33333,0.33333,0.66667,0,1,0,0,0.66667,0,0.33333,0.33333,0.66667,0,112122,40.7590816195775
"589",629,31,229,14,"english","clouds",0.9,"circles",0.75,"squares",0.05,"blue things",0.05,"red things",0.9,"green things",0.05,NA,NA,NA,NA,NA,NA,NA,132,NA,132,222,"polka-dotted",212132,NA,"False","prior_inference",2,1,3,16,16,14,0.52941,0.44118,0.02941,NA,NA,NA,0.05,0.9,0.05,0.66667,0,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,213221,102.512215908821
"590",630,31,1605,15,"english","blue things",0.05,"red things",0.95,"green things",0.95,"solid things",0.95,"striped things",0.1,"polka-dotted things",0.9,NA,NA,NA,NA,NA,NA,NA,332,NA,313,111,"square",211112,NA,"True","prior_inference",1,3,2,18,21,1,NA,NA,NA,0.48718,0.05128,0.46154,0.02564,0.48718,0.48718,0,0.33333,0.66667,0,0.33333,0.66667,0,1,0,0,0.33333,0.66667,0,0.33333,0.66667,0,1,0,211211,230.547927101188
"601",641,32,440,6,"English","solid things",0.3,"striped things",0.3,"polka-dotted things",0.8,"blue things",0.5,"red things",0.9,"green things",0.15,NA,NA,NA,NA,NA,NA,NA,132,NA,113,123,"cloud",321112,NA,"True","prior_inference",1,2,3,16,19,22,NA,NA,NA,0.21429,0.21429,0.57143,0.32258,0.58065,0.09677,0.33333,0.33333,0.33333,0,0,1,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.21923,0.21923,0.56153,0.33333,0.47947,0.1872,321211,121.594360789082
