"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"423",443,22,2223,8,"english","solid things",0.9,"striped things",0.15,"polka-dotted things",0.05,"blue things",0.5,"red things",0.2,"green things",0.85,NA,NA,NA,NA,NA,NA,NA,313,NA,323,333,"square",323211,NA,"True","prior_inference",1,2,3,21,24,27,NA,NA,NA,0.81818,0.13636,0.04545,0.32258,0.12903,0.54839,0.33333,0.33333,0.33333,0.75,0.125,0.125,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.81717,0.09142,0.09142,0.33333,0.33333,0.33333,323211,0
"424",444,22,1564,9,"english","blue things",0.95,"red things",0.1,"green things",0.35,"solid things",0.35,"striped things",0.25,"polka-dotted things",0.95,NA,NA,NA,NA,NA,NA,NA,131,NA,131,123,"cloud",322121,NA,"True","prior_inference",1,3,2,7,7,22,NA,NA,NA,0.22581,0.16129,0.6129,0.67857,0.07143,0.25,0.33333,0.33333,0.33333,0.33333,0.14815,0.51852,0.51852,0.33333,0.14815,0.33333,0.33333,0.33333,0.33333,0.11168,0.55499,0.55499,0.33333,0.11168,322121,0
"425",445,22,2122,10,"english","clouds",0.15,"circles",0.25,"squares",0.95,"solid things",0.95,"striped things",0.35,"polka-dotted things",0.4,NA,NA,NA,NA,NA,NA,NA,312,NA,221,233,"red",111112,NA,"False","prior_inference",3,1,2,12,5,26,0.11111,0.18519,0.7037,0.55882,0.20588,0.23529,NA,NA,NA,0.33333,0.13781,0.52886,0.6574,0.1713,0.1713,0.1713,0.6574,0.1713,0.33333,0.13919,0.52748,0.65456,0.17272,0.17272,0.17272,0.65456,0.17272,111211,0
"426",446,22,598,11,"english","solid things",0.4,"striped things",0.6,"polka-dotted things",0.5,"clouds",0.25,"circles",0.8,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,223,NA,123,122,"green",213212,NA,"True","prior_inference",3,2,1,23,22,13,0.19231,0.61538,0.19231,0.26667,0.4,0.33333,NA,NA,NA,0.11127,0.5554,0.33333,0.33333,0.33333,0.33333,0.33333,0.2006,0.46607,0.08843,0.57823,0.33333,0.33333,0.33333,0.33333,0.33333,0.20199,0.46468,213212,0
"427",447,22,641,12,"english","blue things",0.25,"red things",0.35,"green things",0.85,"clouds",0.6,"circles",0.55,"squares",0.1,NA,NA,NA,NA,NA,NA,NA,133,NA,113,321,"polka-dotted",112121,NA,"False","prior_inference",2,3,1,25,19,6,0.48,0.44,0.08,NA,NA,NA,0.17241,0.24138,0.58621,0.48797,0.33333,0.1787,0.1713,0.1713,0.6574,0.1787,0.33333,0.48797,0.49828,0.33333,0.16839,0.17272,0.17272,0.65456,0.16839,0.33333,0.49828,112121,0
"428",448,22,2175,13,"english","solid things",0.3,"striped things",0.3,"polka-dotted things",0.85,"clouds",0.2,"circles",1,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,232,NA,121,311,"red",121111,NA,"False","prior_inference",3,2,1,17,4,3,0.13793,0.68966,0.17241,0.2069,0.2069,0.58621,NA,NA,NA,0.1713,0.6574,0.1713,0.1713,0.1713,0.6574,0.13781,0.52886,0.33333,0.17272,0.65456,0.17272,0.17272,0.17272,0.65456,0.13919,0.52748,0.33333,121111,0
"429",449,22,1142,14,"english","clouds",0.85,"circles",0.1,"squares",0.15,"solid things",0,"striped things",0.95,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,122,NA,212,212,"red",321212,NA,"True","prior_inference",3,1,2,13,11,11,0.77273,0.09091,0.13636,0,0.65517,0.34483,NA,NA,NA,0.57143,0.09524,0.33333,0.09524,0.57143,0.33333,0.33333,0.33333,0.33333,0.59959,0.06708,0.33333,0.06708,0.59959,0.33333,0.33333,0.33333,0.33333,321212,0
"430",450,22,1760,15,"english","solid things",0.15,"striped things",0.35,"polka-dotted things",0.8,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,132,112,"cloud",322132,NA,"True","prior_inference",1,2,3,16,16,10,NA,NA,NA,0.11538,0.26923,0.61538,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14815,0.33333,0.51852,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.11168,0.33333,0.55499,0.33333,0.33333,0.33333,323221,0
"441",461,23,1753,6,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,112,NA,112,113,"cloud",322132,NA,"True","prior_inference",1,2,3,10,10,19,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51852,0.14815,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.41635,0.25032,323221,0
"442",462,23,190,7,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,331,331,"blue",323212,NA,"True","prior_inference",3,2,1,7,9,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.57143,0.33333,0.09524,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.46626,0.33333,0.2004,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,0
"443",463,23,617,8,"english","blue things",0.5,"red things",0.5,"green things",0.65,"solid things",0.5,"striped things",0.7,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,123,332,"circle",112121,NA,"False","prior_inference",1,3,2,23,22,18,NA,NA,NA,0.29412,0.41176,0.29412,0.30303,0.30303,0.39394,0.3256,0.3488,0.3256,0.33333,0.34311,0.32355,0.33333,0.32355,0.34311,0.32625,0.3475,0.32625,0.33333,0.34062,0.32605,0.33333,0.32605,0.34062,112121,0
"444",464,23,497,9,"english","clouds",0.5,"circles",0.2,"squares",0.8,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,222,111,"red",211111,NA,"True","prior_inference",3,1,2,18,14,1,0.33333,0.13333,0.53333,0.33333,0.33333,0.33333,NA,NA,NA,0.32667,0.09619,0.57714,0.32667,0.09619,0.57714,0.32831,0.33836,0.33333,0.32827,0.20192,0.4698,0.32827,0.20192,0.4698,0.32952,0.33714,0.33333,211111,0
"445",465,23,2116,10,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,121,NA,212,313,"blue",111112,NA,"False","prior_inference",3,2,1,4,11,21,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.3488,0.3256,0.3256,0.32187,0.3448,0.33333,0.3488,0.3256,0.3256,0.3475,0.32625,0.32625,0.32282,0.34385,0.33333,0.3475,0.32625,0.32625,111211,0
"446",466,23,2071,11,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.9,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,131,321,"blue",321111,NA,"True","prior_inference",3,2,1,2,7,6,0.26316,0.47368,0.26316,0.33333,0.33333,0.33333,NA,NA,NA,0.125,0.75,0.125,0.75,0.125,0.125,0.33333,0.33333,0.33333,0.23113,0.53774,0.23113,0.53774,0.23113,0.23113,0.33333,0.33333,0.33333,321111,0
"447",467,23,1593,12,"english","blue things",0.8,"red things",0.1,"green things",0.5,"solid things",0.5,"striped things",0.85,"polka-dotted things",0.1,NA,NA,NA,NA,NA,NA,NA,321,NA,321,332,"square",322121,NA,"True","prior_inference",1,3,2,6,6,18,NA,NA,NA,0.34483,0.58621,0.06897,0.57143,0.07143,0.35714,0.33333,0.33333,0.33333,0.33333,0.51852,0.14815,0.51852,0.14815,0.33333,0.33333,0.33333,0.33333,0.33333,0.41635,0.25032,0.41635,0.25032,0.33333,322121,0
"448",468,23,1666,13,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,312,NA,233,233,"square",121212,NA,"False","prior_inference",1,3,2,12,26,26,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32187,0.3448,0.3448,0.33333,0.32187,0.33333,0.3448,0.32187,0.33333,0.32282,0.34385,0.34385,0.33333,0.32282,0.33333,0.34385,0.32282,121212,0
"449",469,23,2034,14,"english","blue things",0.9,"red things",0,"green things",0.5,"solid things",0.5,"striped things",0.75,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,321,NA,322,311,"square",322122,NA,"True","prior_inference",1,3,2,6,15,3,NA,NA,NA,0.28571,0.42857,0.28571,0.64286,0,0.35714,0.33333,0.33333,0.33333,0.14815,0.51852,0.33333,0.51852,0.14815,0.33333,0.33333,0.33333,0.33333,0.25032,0.41635,0.33333,0.41635,0.25032,0.33333,322122,0
"450",470,23,834,15,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,231,312,"striped",112111,NA,"False","prior_inference",2,1,3,23,8,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.34311,0.32355,0.3256,0.3488,0.3256,0.3256,0.3256,0.3488,0.33333,0.34062,0.32605,0.32625,0.3475,0.32625,0.32625,0.32625,0.3475,112111,0
"461",481,24,2006,6,"English","solid things",0.2,"striped things",0.8,"polka-dotted things",0.5,"blue things",0.5,"red things",0.9,"green things",0.05,NA,NA,NA,NA,NA,NA,NA,222,NA,223,212,"circle",322122,NA,"True","prior_inference",1,2,3,14,23,11,NA,NA,NA,0.13333,0.53333,0.33333,0.34483,0.62069,0.03448,0.33333,0.33333,0.33333,0.14815,0.51852,0.33333,0.33333,0.51852,0.14815,0.33333,0.33333,0.33333,0.07603,0.59064,0.33333,0.33333,0.59064,0.07603,322122,0
"462",482,24,1859,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,133,NA,313,313,"cloud",123212,NA,"False","prior_inference",1,2,3,25,21,21,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.34613,0.33333,0.32054,0.32054,0.33333,0.34613,0.33333,0.33333,0.33333,0.34924,0.33333,0.31742,0.31742,0.33333,0.34924,0.33333,0.33333,0.33333,123212,0
"463",483,24,257,8,"English","solid things",0.05,"striped things",0.95,"polka-dotted things",0.5,"blue things",0.9,"red things",0.5,"green things",0,NA,NA,NA,NA,NA,NA,NA,121,NA,113,321,"cloud",212222,NA,"True","prior_inference",1,2,3,4,19,6,NA,NA,NA,0.03333,0.63333,0.33333,0.64286,0.35714,0,0.33895,0.33333,0.32771,0.10411,0.56255,0.33333,0.56255,0.33333,0.10411,0.34097,0.33333,0.32569,0.04538,0.62129,0.33333,0.62129,0.33333,0.04538,212222,0
"464",484,24,740,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.15,"polka-dotted things",0.9,NA,NA,NA,NA,NA,NA,NA,133,NA,123,331,"cloud",212122,NA,"True","prior_inference",1,3,2,25,22,9,NA,NA,NA,0.32258,0.09677,0.58065,0.33333,0.33333,0.33333,0.33895,0.33333,0.32771,0.33333,0.10411,0.56255,0.32771,0.33333,0.33895,0.34097,0.33333,0.32569,0.33333,0.04538,0.62129,0.32569,0.33333,0.34097,212122,0
"465",485,24,31,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,233,223,"cloud",122112,NA,"False","prior_inference",1,2,3,7,26,23,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.34613,0.32054,0.33333,0.33333,0.32243,0.34424,0.34613,0.33333,0.32054,0.34924,0.31742,0.33333,0.33333,0.31849,0.34817,0.34924,0.33333,0.31742,122112,0
"466",486,24,310,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.05,"striped things",0,"polka-dotted things",0.95,NA,NA,NA,NA,NA,NA,NA,132,NA,112,121,"red",213211,NA,"True","prior_inference",3,1,2,16,10,4,0.33333,0.33333,0.33333,0.05,0,0.95,NA,NA,NA,0.33333,0.33333,0.33333,0.0963,0.32588,0.57781,0.32771,0.33895,0.33333,0.33333,0.33333,0.33333,0.04356,0.32322,0.63322,0.32569,0.34097,0.33333,213211,0
"467",487,24,1330,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,233,131,"solid",122122,NA,"False","prior_inference",2,1,3,2,26,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.32243,0.34424,0.33333,0.34613,0.33333,0.32054,0.34424,0.33333,0.32243,0.31849,0.34817,0.33333,0.34924,0.33333,0.31742,0.34817,0.33333,0.31849,122122,0
"468",488,24,2192,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,222,NA,311,333,"circle",121111,NA,"False","prior_inference",1,3,2,14,3,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.34613,0.32054,0.32469,0.35061,0.32469,0.32469,0.35061,0.32469,0.33333,0.34924,0.31742,0.32255,0.35489,0.32255,0.32255,0.35489,0.32255,121111,0
"469",489,24,1434,14,"English","solid things",0.5,"striped things",1,"polka-dotted things",0,"blue things",0.2,"red things",0,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,123,NA,122,131,"cloud",322111,NA,"True","prior_inference",1,2,3,22,13,7,NA,NA,NA,0.33333,0.66667,0,0.17391,0,0.82609,0.33333,0.33333,0.33333,0.33333,0.51852,0.14815,0.125,0.125,0.75,0.33333,0.33333,0.33333,0.33333,0.59064,0.07603,0.06047,0.06047,0.87906,322111,0
"470",490,24,1448,15,"English","blue things",0.1,"red things",0.5,"green things",1,"solid things",0,"striped things",1,"polka-dotted things",0.25,NA,NA,NA,NA,NA,NA,NA,123,NA,113,131,"cloud",322111,NA,"True","prior_inference",1,3,2,22,19,7,NA,NA,NA,0,0.8,0.2,0.0625,0.3125,0.625,0.33333,0.33333,0.33333,0.125,0.75,0.125,0.14815,0.33333,0.51852,0.33333,0.33333,0.33333,0.06047,0.87906,0.06047,0.07603,0.33333,0.59064,322111,0
"481",501,25,555,6,"english","blue things",0.65,"red things",0.1,"green things",0.1,"solid things",0.15,"striped things",1,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,121,NA,131,331,"cloud",213212,NA,"True","prior_inference",1,3,2,4,7,9,NA,NA,NA,0.13043,0.86957,0,0.76471,0.11765,0.11765,0.40263,0.33333,0.26404,0.33333,0.54105,0.12562,0.33333,0.33333,0.33333,0.40271,0.33333,0.26395,0.33333,0.53984,0.12682,0.33333,0.33333,0.33333,213212,0
"482",502,25,1798,7,"english","solid things",0.1,"striped things",0.15,"polka-dotted things",1,"blue things",0,"red things",0.8,"green things",0,NA,NA,NA,NA,NA,NA,NA,232,NA,232,222,"circle",322132,NA,"True","prior_inference",1,2,3,17,17,14,NA,NA,NA,0.08,0.12,0.8,0,1,0,0.33333,0.33333,0.33333,0.33333,0.14815,0.51852,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14975,0.51692,0.33333,0.33333,0.33333,323221,0
"483",503,25,647,8,"english","blue things",0.5,"red things",0.4,"green things",0.4,"solid things",0.95,"striped things",0.1,"polka-dotted things",0.1,NA,NA,NA,NA,NA,NA,NA,111,NA,211,332,"cloud",112121,NA,"False","prior_inference",1,3,2,1,2,18,NA,NA,NA,0.82609,0.08696,0.08696,0.38462,0.30769,0.30769,0.52191,0.23905,0.23905,0.43418,0.33333,0.23248,0.43418,0.23248,0.33333,0.52226,0.23887,0.23887,0.43404,0.33333,0.23263,0.43404,0.23263,0.33333,112121,0
"484",504,25,1458,9,"english","clouds",0.1,"circles",0.1,"squares",0.1,"blue things",0.1,"red things",0.1,"green things",0.1,NA,NA,NA,NA,NA,NA,NA,112,NA,232,332,"solid",123211,NA,"False","prior_inference",2,1,3,10,17,18,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.52191,0.23905,0.23905,0.45724,0.33333,0.20943,0.33333,0.33333,0.33333,0.52226,0.23887,0.23887,0.45744,0.33333,0.20922,0.33333,0.33333,0.33333,123211,0
"485",505,25,1510,10,"english","clouds",0.25,"circles",0.35,"squares",0.05,"solid things",0.2,"striped things",0.15,"polka-dotted things",0.6,NA,NA,NA,NA,NA,NA,NA,231,NA,131,121,"blue",322112,NA,"True","prior_inference",3,1,2,8,7,4,0.38462,0.53846,0.07692,0.21053,0.15789,0.63158,NA,NA,NA,0.09524,0.57143,0.33333,0.33333,0.14815,0.51852,0.33333,0.33333,0.33333,0.09656,0.5701,0.33333,0.33333,0.14975,0.51692,0.33333,0.33333,0.33333,322112,0
"486",506,25,85,11,"english","blue things",0.1,"red things",0.1,"green things",0.15,"clouds",0.2,"circles",0.5,"squares",0.15,NA,NA,NA,NA,NA,NA,NA,233,NA,323,121,"polka-dotted",122111,NA,"False","prior_inference",2,3,1,26,24,4,0.23529,0.58824,0.17647,NA,NA,NA,0.28571,0.28571,0.42857,0.23905,0.52191,0.23905,0.33333,0.20943,0.45724,0.23248,0.33333,0.43418,0.23887,0.52226,0.23887,0.33333,0.20922,0.45744,0.23263,0.33333,0.43404,122111,0
"487",507,25,634,12,"english","clouds",0.15,"circles",0.1,"squares",0.2,"solid things",0.15,"striped things",0.45,"polka-dotted things",0.15,NA,NA,NA,NA,NA,NA,NA,123,NA,121,312,"green",112121,NA,"False","prior_inference",3,1,2,22,4,12,0.33333,0.22222,0.44444,0.2,0.6,0.2,NA,NA,NA,0.43418,0.33333,0.23248,0.23248,0.43418,0.33333,0.23905,0.23905,0.52191,0.43404,0.33333,0.23263,0.23263,0.43404,0.33333,0.23887,0.23887,0.52226,112121,0
"488",508,25,295,13,"english","solid things",0.2,"striped things",0.5,"polka-dotted things",0.1,"blue things",0.05,"red things",0,"green things",0.15,NA,NA,NA,NA,NA,NA,NA,223,NA,231,323,"circle",212222,NA,"True","prior_inference",1,2,3,23,8,24,NA,NA,NA,0.25,0.625,0.125,0.25,0,0.75,0.33333,0.40263,0.26404,0.33333,0.55321,0.11346,0.11346,0.33333,0.55321,0.33333,0.40271,0.26395,0.33333,0.55148,0.11519,0.11519,0.33333,0.55148,212222,0
"489",509,25,2053,14,"english","solid things",0.9,"striped things",0.05,"polka-dotted things",0.1,"blue things",0.1,"red things",0.1,"green things",0.4,NA,NA,NA,NA,NA,NA,NA,213,NA,221,232,"circle",321111,NA,"True","prior_inference",1,2,3,20,5,17,NA,NA,NA,0.85714,0.04762,0.09524,0.16667,0.16667,0.66667,0.33333,0.33333,0.33333,0.75,0.125,0.125,0.125,0.125,0.75,0.33333,0.33333,0.33333,0.74696,0.12652,0.12652,0.12652,0.12652,0.74696,321111,0
"490",510,25,104,15,"english","blue things",0.15,"red things",0.25,"green things",0.2,"solid things",0.05,"striped things",0.15,"polka-dotted things",0.85,NA,NA,NA,NA,NA,NA,NA,132,NA,112,221,"cloud",212111,NA,"True","prior_inference",1,3,2,16,10,5,NA,NA,NA,0.04762,0.14286,0.80952,0.25,0.41667,0.33333,0.40263,0.26404,0.33333,0.10758,0.24693,0.64549,0.26404,0.40263,0.33333,0.40271,0.26395,0.33333,0.10909,0.24683,0.64408,0.26395,0.40271,0.33333,212111,0
"501",541,27,432,6,"english","solid things",1,"striped things",0,"polka-dotted things",0.5,"blue things",0,"red things",0,"green things",1,NA,NA,NA,NA,NA,NA,NA,113,NA,122,121,"cloud",321112,NA,"True","prior_inference",1,2,3,19,13,4,NA,NA,NA,0.66667,0,0.33333,0,0,1,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.125,0.125,0.75,0.33333,0.33333,0.33333,0.66292,0.00375,0.33333,0.00559,0.00559,0.98882,321211,0
"502",542,27,1811,7,"english","blue things",0,"red things",0.5,"green things",1,"solid things",0,"striped things",0.5,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,133,NA,233,211,"cloud",122121,NA,"False","prior_inference",1,3,2,25,26,2,NA,NA,NA,0,0.33333,0.66667,0,0.33333,0.66667,0.51247,0.1542,0.33333,0.19074,0.33333,0.47593,0.19074,0.33333,0.47593,0.49607,0.1706,0.33333,0.17196,0.33333,0.49471,0.17196,0.33333,0.49471,122121,0
"503",543,27,1393,8,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.05,"circles",1,"squares",0.05,NA,NA,NA,NA,NA,NA,NA,221,NA,331,111,"striped",113211,NA,"False","prior_inference",2,3,1,5,9,1,0.04545,0.90909,0.04545,NA,NA,NA,0.33333,0.33333,0.33333,0.18785,0.6243,0.18785,0.18785,0.6243,0.18785,0.33333,0.33333,0.33333,0.20376,0.59248,0.20376,0.20376,0.59248,0.20376,0.33333,0.33333,0.33333,113211,0
"504",544,27,2089,9,"english","solid things",0,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",0.05,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,133,NA,112,121,"cloud",321111,NA,"True","prior_inference",1,2,3,25,10,4,NA,NA,NA,0,0,1,0,0.05,0.95,0.33333,0.33333,0.33333,0.125,0.125,0.75,0.125,0.125,0.75,0.33333,0.33333,0.33333,0.00559,0.00559,0.98882,0.00559,0.00559,0.98882,321111,0
"505",545,27,322,10,"english","solid things",0.05,"striped things",0.95,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,221,NA,231,212,"blue",213211,NA,"True","prior_inference",3,2,1,5,8,11,0.33333,0.33333,0.33333,0.05,0.95,0,NA,NA,NA,0.33333,0.33333,0.33333,0.19482,0.69016,0.11503,0.44926,0.2174,0.33333,0.33333,0.33333,0.33333,0.2042,0.79133,0.00447,0.44057,0.2261,0.33333,213211,0
"506",546,27,1732,11,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,133,NA,123,322,"cloud",212112,NA,"True","prior_inference",1,3,2,25,22,15,NA,NA,NA,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.44926,0.33333,0.2174,0.33333,0.11551,0.55115,0.33333,0.2174,0.44926,0.44057,0.33333,0.2261,0.33333,0.0073,0.65937,0.33333,0.2261,0.44057,212112,0
"507",547,27,176,12,"english","solid things",0.5,"striped things",1,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,233,233,"green",323212,NA,"True","prior_inference",3,2,1,23,26,26,0.33333,0.33333,0.33333,0.33333,0.66667,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66292,0.00375,0.33333,0.33333,0.33333,323212,0
"508",548,27,301,13,"english","blue things",0.95,"red things",0,"green things",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,132,333,"cloud",213211,NA,"True","prior_inference",1,3,2,7,16,27,NA,NA,NA,0.33333,0.33333,0.33333,1,0,0,0.44926,0.33333,0.2174,0.33333,0.33333,0.33333,0.69016,0.11503,0.19482,0.44057,0.33333,0.2261,0.33333,0.33333,0.33333,0.79133,0.00447,0.2042,213211,0
"509",549,27,2105,14,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,123,112,"polka-dotted",111112,NA,"False","prior_inference",2,1,3,9,22,10,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.1542,0.33333,0.51247,0.18785,0.18785,0.6243,0.6243,0.18785,0.18785,0.1706,0.33333,0.49607,0.20376,0.20376,0.59248,0.59248,0.20376,0.20376,111211,0
"510",550,27,1849,15,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,133,121,"square",122121,NA,"False","prior_inference",1,3,2,27,25,4,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1542,0.33333,0.51247,0.33333,0.19074,0.47593,0.19074,0.33333,0.47593,0.1706,0.33333,0.49607,0.33333,0.17196,0.49471,0.17196,0.33333,0.49471,122121,0
"521",561,28,1390,6,"english","blue things",0.15,"red things",0.15,"green things",0.8,"solid things",0.65,"striped things",0.85,"polka-dotted things",0.05,NA,NA,NA,NA,NA,NA,NA,323,NA,221,122,"square",113211,NA,"False","prior_inference",1,3,2,24,5,13,NA,NA,NA,0.41935,0.54839,0.03226,0.13636,0.13636,0.72727,0.19219,0.19219,0.61561,0.33333,0.33333,0.33333,0.19219,0.19219,0.61561,0.18677,0.18677,0.62646,0.33333,0.33333,0.33333,0.18677,0.18677,0.62646,113211,0
"522",562,28,1640,7,"english","blue things",0.05,"red things",0.8,"green things",0.35,"clouds",0.75,"circles",0.35,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,122,NA,221,311,"striped",211112,NA,"True","prior_inference",2,3,1,13,5,3,0.55556,0.25926,0.18519,NA,NA,NA,0.04167,0.66667,0.29167,0.68623,0.11437,0.19939,0.22166,0.44501,0.33333,0.11653,0.55013,0.33333,0.63676,0.17393,0.18931,0.21223,0.45443,0.33333,0.14774,0.51892,0.33333,211211,0
"523",563,28,69,8,"english","solid things",0.5,"striped things",0.65,"polka-dotted things",0.5,"clouds",0.6,"circles",0.4,"squares",0.15,NA,NA,NA,NA,NA,NA,NA,122,NA,221,331,"red",122111,NA,"False","prior_inference",3,2,1,13,5,9,0.52174,0.34783,0.13043,0.30303,0.39394,0.30303,NA,NA,NA,0.61561,0.19219,0.19219,0.33333,0.47266,0.19401,0.15861,0.50805,0.33333,0.62646,0.18677,0.18677,0.33333,0.46018,0.20649,0.15311,0.51356,0.33333,122111,0
"524",564,28,1565,9,"english","blue things",0.05,"red things",0.85,"green things",0.2,"clouds",0.25,"circles",0.4,"squares",0.8,NA,NA,NA,NA,NA,NA,NA,322,NA,322,121,"striped",322121,NA,"True","prior_inference",2,3,1,15,15,4,0.17241,0.27586,0.55172,NA,NA,NA,0.04545,0.77273,0.18182,0.14815,0.33333,0.51852,0.33333,0.33333,0.33333,0.14815,0.51852,0.33333,0.20017,0.33333,0.4665,0.33333,0.33333,0.33333,0.20017,0.4665,0.33333,322121,0
