"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","property1","property2","target","obj2","obj3","utterance","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"339",354,23,29,11,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.85,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",331,311,331,"blue",3,2,3,9,3,9,NA,NA,NA,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.28942,0.33333,0.37725,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.28554,0.33333,0.38113,0.33333,0.33333,0.33333,323221,2.17854201201533
"340",355,23,43,12,"2/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.8,"red things",0.5,"green things",0.5,"color","shape",211,211,212,"circle",1,1,3,2,2,11,0.33333,0.33333,0.33333,NA,NA,NA,0.44444,0.27778,0.27778,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.37725,0.28942,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.38113,0.28554,0.33333,323221,2.18146099929789
"341",356,23,266,13,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",111,111,111,"solid",2,2,3,1,1,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"342",357,23,235,14,"1/1","English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",332,122,222,"polka-dotted",2,1,2,18,13,14,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.30011,0.30011,0.39977,0.33333,0.28587,0.3808,0.33333,0.33333,0.33333,0.30716,0.30716,0.38568,0.33333,0.29556,0.37111,0.33333,0.33333,0.33333,123211,2.21345512033535
"343",358,23,167,15,"1/3","English","clouds",0.5,"circles",0.5,"squares",0.85,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",332,232,232,"red",3,1,2,18,17,17,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.20121,0.46545,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20957,0.4571,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.18025114252071
"344",359,23,130,16,"2/2","English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"texture","color",323,331,323,"striped",2,3,2,24,9,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3404,0.32626,0.32626,0.33333,0.3404,0.33333,0.33333,0.33333,0.33333,0.34126,0.32541,0.32541,0.33333,0.34126,213221,2.19752456886101
"345",360,23,42,17,"2/3","English","blue things",0.5,"red things",0.5,"green things",0.85,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"color","texture",213,212,213,"solid",2,3,2,20,11,20,NA,NA,NA,0.33333,0.33333,0.33333,0.27027,0.27027,0.45946,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.28942,0.37725,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.28554,0.38113,323221,2.17854201201533
"346",361,24,247,3,"1/1","English","solid things",1,"striped things",0.05,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,"texture","color",112,123,123,"cloud",1,2,3,10,22,22,NA,NA,NA,0.95238,0.04762,0,0,1,0,0.33333,0.33333,0.33333,0.66457,0.0021,0.33333,0.33333,0.66457,0.0021,0.33333,0.33333,0.33333,0.66428,0.00239,0.33333,0.33333,0.66428,0.00239,321212,1.09141939391126
"347",362,24,255,4,"3/3","English","blue things",1,"red things",0,"green things",0.05,"clouds",0,"circles",0.55,"squares",0,"shape","color",231,231,231,"blue",3,3,1,8,8,8,0,1,0,NA,NA,NA,0.95238,0,0.04762,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"348",363,24,65,5,"1/2","English","solid things",0.05,"striped things",0.9,"polka-dotted things",0,"blue things",0.7,"red things",0,"green things",0,"texture","color",321,331,313,"striped",2,2,3,6,9,21,NA,NA,NA,0.05263,0.94737,0,1,0,0,0.33333,0.33333,0.33333,0.00401,0.99198,0.004,0.6619,0.33333,0.00477,0.33333,0.33333,0.33333,0.00378,0.99244,0.00378,0.66173,0.33333,0.00494,113221,0.710687153229044
"349",364,24,235,6,"1/1","English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",0.95,"shape","texture",332,122,222,"square",1,2,1,18,13,14,0,0,1,0,0,1,NA,NA,NA,0.00603,0.00603,0.98793,0.33333,0.00405,0.66262,0.33333,0.33333,0.33333,0.00556,0.00556,0.98887,0.33333,0.00373,0.66294,0.33333,0.33333,0.33333,113212,0.423694170057599
"350",365,24,114,7,"2/2","English","clouds",1,"circles",0,"squares",0,"blue things",0,"red things",1,"green things",0,"shape","color",122,321,122,"cloud",1,1,3,13,6,13,1,0,0,NA,NA,NA,0,1,0,0.65822,0.33333,0.00844,0.33333,0.33333,0.33333,0.00844,0.65822,0.33333,0.65897,0.33333,0.0077,0.33333,0.33333,0.33333,0.0077,0.65897,0.33333,213221,0.836424092490642
"351",366,24,40,8,"2/3","English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,"shape","texture",222,322,222,"circle",1,2,1,14,15,14,0,1,0,0,1,0,NA,NA,NA,0.33333,0.65825,0.00842,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65897,0.0077,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,1.5167809908635
"352",367,24,219,9,"1/1","English","clouds",0,"circles",0,"squares",1,"solid things",0.05,"striped things",0.05,"polka-dotted things",1,"shape","texture",331,121,221,"blue",3,1,2,9,4,5,0,0,1,0.04545,0.04545,0.90909,NA,NA,NA,0.00325,0.00325,0.9935,0.33333,0.00218,0.66449,0.33333,0.33333,0.33333,0.00367,0.00367,0.99265,0.33333,0.00246,0.66421,0.33333,0.33333,0.33333,321211,0.706703492848
"353",368,24,6,10,"2/3","English","blue things",0,"red things",0,"green things",1,"solid things",0,"striped things",0.05,"polka-dotted things",1,"color","texture",133,132,133,"green",3,3,2,25,16,25,NA,NA,NA,0,0.04762,0.95238,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00842,0.65825,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.0077,0.65897,213232,1.5167809908635
"354",369,24,253,11,"3/3","English","clouds",1,"circles",0,"squares",0.05,"solid things",1,"striped things",0,"polka-dotted things",0,"shape","texture",113,113,113,"green",3,1,2,19,19,19,0.95238,0,0.04762,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"355",370,24,2,12,"2/3","English","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,"color","texture",223,223,222,"striped",2,2,3,23,23,14,NA,NA,NA,0,1,0,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00657,0.66009,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00737,0.6593,323221,1.5139886049939
"356",371,24,300,13,"3/3","English","blue things",1,"red things",0,"green things",0,"clouds",0,"circles",0,"squares",1,"shape","color",311,311,311,"solid",2,3,1,3,3,3,0,0,1,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"357",372,24,241,14,"1/1","English","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,"texture","color",221,213,212,"striped",2,3,2,5,20,11,NA,NA,NA,0,1,0,1,0,0,0.33333,0.33333,0.33333,0.00405,0.66262,0.33333,0.98793,0.00603,0.00603,0.33333,0.33333,0.33333,0.00373,0.66294,0.33333,0.98887,0.00556,0.00556,123211,0.423694170057586
"358",373,24,278,15,"3/3","English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0.05,"circles",0.05,"squares",1,"shape","texture",312,312,312,"solid",2,2,1,12,12,12,0.04545,0.04545,0.90909,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"359",374,24,8,16,"2/3","English","blue things",0,"red things",0,"green things",1,"solid things",0,"striped things",1,"polka-dotted things",0,"color","texture",223,221,223,"striped",2,3,2,23,5,23,NA,NA,NA,0,1,0,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00657,0.33333,0.66009,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00737,0.33333,0.6593,323221,1.5139886049939
"360",375,24,64,17,"1/2","English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",0,"squares",1,"color","shape",333,131,331,"green",3,3,1,27,7,9,0,0,1,NA,NA,NA,0,0,1,0.00711,0.33333,0.65955,0.33333,0.33333,0.33333,0.004,0.33333,0.66266,0.00736,0.33333,0.65931,0.33333,0.33333,0.33333,0.00373,0.33333,0.66294,123221,0.827680403784748
"361",376,25,190,3,"1/3","English","blue things",0,"red things",0,"green things",0,"clouds",0,"circles",0,"squares",0,"shape","color",231,131,131,"circle",1,3,1,8,7,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,2.19722457733622
"362",377,25,56,4,"1/2","English","blue things",0,"red things",0.55,"green things",0.65,"clouds",0.8,"circles",0.5,"squares",0,"shape","color",113,313,311,"solid",2,3,1,19,21,3,0.61538,0.38462,0,NA,NA,NA,0,0.45833,0.54167,0.65354,0.33333,0.01313,0.33333,0.33333,0.33333,0.03417,0.33333,0.63249,0.65009,0.33333,0.01658,0.33333,0.33333,0.33333,0.03164,0.33333,0.63502,322112,1.43595865076337
"363",378,25,152,5,"1/3","English","blue things",0.5,"red things",0.5,"green things",0.05,"solid things",0.05,"striped things",0,"polka-dotted things",0.95,"texture","color",333,313,323,"square",1,3,2,27,21,24,NA,NA,NA,0.05,0,0.95,0.47619,0.47619,0.04762,0.33333,0.33333,0.33333,0.01526,0.01526,0.96948,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.01677,0.01677,0.96646,0.33333,0.33333,0.33333,323211,1.33718245927544
"364",379,25,232,6,"1/1","English","blue things",0,"red things",0.05,"green things",0.75,"solid things",0.05,"striped things",0.85,"polka-dotted things",0.5,"texture","color",323,312,311,"square",1,3,2,24,12,3,NA,NA,NA,0.03571,0.60714,0.35714,0,0.0625,0.9375,0.33333,0.33333,0.33333,0.00487,0.6618,0.33333,0.00725,0.00725,0.98551,0.33333,0.33333,0.33333,0.00735,0.65931,0.33333,0.01091,0.01091,0.97819,321211,1.15480706525243
"365",380,25,34,7,"2/3","English","solid things",0.5,"striped things",0.85,"polka-dotted things",0,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",321,321,331,"square",1,2,3,6,6,9,NA,NA,NA,0.37037,0.62963,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.62653,0.04013,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.639,0.02767,0.33333,0.33333,0.33333,323221,1.79989100940888
"366",381,25,110,8,"2/2","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",313,112,313,"square",1,3,1,21,10,21,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"367",382,25,48,9,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",122,122,112,"striped",2,2,1,13,13,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"368",383,25,255,10,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",231,231,231,"polka-dotted",2,3,1,8,8,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"369",384,25,291,11,"3/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",131,131,131,"polka-dotted",2,1,3,7,7,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"370",385,25,106,12,"2/2","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",222,222,121,"circle",1,1,3,14,14,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"371",386,25,292,13,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.55,"striped things",0.5,"polka-dotted things",0.5,"texture","color",122,122,122,"red",3,3,2,13,13,13,NA,NA,NA,0.35484,0.32258,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"372",387,25,241,14,"1/1","English","solid things",0.4,"striped things",0.35,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",221,213,212,"striped",2,2,3,5,20,11,NA,NA,NA,0.32,0.28,0.4,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.19722457733622
"373",388,25,139,15,"2/2","English","solid things",0.5,"striped things",0.45,"polka-dotted things",0.5,"blue things",0.5,"red things",0.4,"green things",0.5,"texture","color",122,122,113,"striped",2,2,3,13,13,19,NA,NA,NA,0.34483,0.31034,0.34483,0.35714,0.28571,0.35714,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"374",389,25,144,16,"2/2","English","solid things",0.5,"striped things",0.4,"polka-dotted things",0.5,"clouds",0.4,"circles",0.5,"squares",0.5,"shape","texture",123,213,123,"cloud",1,2,1,22,20,22,0.28571,0.35714,0.35714,0.35714,0.28571,0.35714,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"375",390,25,33,17,"2/3","English","solid things",0.5,"striped things",0.05,"polka-dotted things",1,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",232,222,232,"circle",1,2,1,17,14,17,0.33333,0.33333,0.33333,0.32258,0.03226,0.64516,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.04013,0.62653,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.02767,0.639,0.33333,0.33333,0.33333,323221,1.85837796665518
"376",391,26,83,3,"1/2","English","clouds",0.45,"circles",0.85,"squares",0.4,"solid things",0.8,"striped things",0.35,"polka-dotted things",0.85,"texture","shape",233,323,213,"green",3,1,2,26,24,20,0.26471,0.5,0.23529,0.4,0.175,0.425,NA,NA,NA,0.33333,0.4962,0.17047,0.146,0.14659,0.70741,0.33333,0.33333,0.33333,0.33333,0.49619,0.17047,0.146,0.1466,0.70741,0.33333,0.33333,0.33333,322111,2.31027950461153
"377",392,26,196,4,"1/3","English","clouds",0.25,"circles",0.75,"squares",0.8,"solid things",0.65,"striped things",0.35,"polka-dotted things",0.9,"shape","texture",332,132,132,"polka-dotted",2,1,2,18,16,16,0.13889,0.41667,0.44444,0.34211,0.18421,0.47368,NA,NA,NA,0.11289,0.33333,0.55377,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.11275,0.33333,0.55391,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.12199415502584
"378",393,26,6,5,"2/3","English","solid things",0.8,"striped things",0.2,"polka-dotted things",0.8,"blue things",0.1,"red things",0.65,"green things",0.9,"color","texture",133,132,133,"green",3,2,3,25,16,25,NA,NA,NA,0.44444,0.11111,0.44444,0.06061,0.39394,0.54545,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19039,0.47628,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19037,0.4763,213232,2.22321272066333
"379",394,26,272,6,"3/3","English","solid things",0.8,"striped things",0.15,"polka-dotted things",0.85,"clouds",0.15,"circles",0.75,"squares",0.95,"shape","texture",331,331,331,"square",1,2,1,9,9,9,0.08108,0.40541,0.51351,0.44444,0.08333,0.47222,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"380",395,26,71,7,"1/2","English","blue things",1,"red things",0.1,"green things",0.2,"clouds",1,"circles",0.8,"squares",0.3,"color","shape",131,133,233,"cloud",1,3,1,7,25,26,0.47619,0.38095,0.14286,NA,NA,NA,0.76923,0.07692,0.15385,0.47567,0.19099,0.33333,0.33333,0.33333,0.33333,0.53285,0.33333,0.13382,0.4757,0.19097,0.33333,0.33333,0.33333,0.33333,0.53285,0.33333,0.13382,213212,2.01961902407849
"381",396,26,162,8,"1/3","English","solid things",0.65,"striped things",0.9,"polka-dotted things",0.05,"clouds",0.3,"circles",0.2,"squares",0.75,"texture","shape",322,312,312,"square",1,2,1,15,12,12,0.24,0.16,0.6,0.40625,0.5625,0.03125,NA,NA,NA,0.33333,0.33333,0.33333,0.11289,0.55377,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.11275,0.55391,0.33333,0.33333,0.33333,0.33333,323212,2.35154034181849
"382",397,26,78,9,"1/2","English","solid things",0.05,"striped things",0.1,"polka-dotted things",0.1,"blue things",0.95,"red things",0.1,"green things",0.25,"color","texture",311,312,333,"blue",3,2,3,3,12,27,NA,NA,NA,0.2,0.4,0.4,0.73077,0.07692,0.19231,0.33333,0.33333,0.33333,0.46647,0.33333,0.20019,0.64036,0.17976,0.17988,0.33333,0.33333,0.33333,0.46652,0.33333,0.20015,0.64048,0.17971,0.17981,113221,2.02297611187322
"383",398,26,264,10,"3/3","English","blue things",1,"red things",0.1,"green things",0.2,"solid things",0.9,"striped things",0,"polka-dotted things",0.1,"texture","color",311,311,311,"solid",2,3,2,3,3,3,NA,NA,NA,0.9,0,0.1,0.76923,0.07692,0.15385,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"384",399,26,266,11,"3/3","English","blue things",1,"red things",0.1,"green things",0.15,"solid things",1,"striped things",0.1,"polka-dotted things",0,"texture","color",111,111,111,"cloud",1,3,2,1,1,1,NA,NA,NA,0.90909,0.09091,0,0.8,0.08,0.12,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"385",400,26,60,12,"1/2","English","clouds",0.9,"circles",0.15,"squares",0.15,"blue things",0.15,"red things",0.05,"green things",0.85,"shape","color",123,322,223,"cloud",1,1,3,22,15,23,0.75,0.125,0.125,NA,NA,NA,0.14286,0.04762,0.80952,0.64036,0.17976,0.17988,0.33333,0.33333,0.33333,0.33333,0.20019,0.46647,0.64048,0.17971,0.17981,0.33333,0.33333,0.33333,0.33333,0.20015,0.46652,113221,1.61408892026993
"386",401,26,284,13,"3/3","English","blue things",0.55,"red things",0.55,"green things",0.5,"solid things",0.15,"striped things",1,"polka-dotted things",0.15,"texture","color",221,221,221,"circle",1,3,2,5,5,5,NA,NA,NA,0.11538,0.76923,0.11538,0.34375,0.34375,0.3125,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"387",402,26,5,14,"2/3","English","solid things",1,"striped things",0.1,"polka-dotted things",0.1,"clouds",0.45,"circles",0.4,"squares",0.4,"texture","shape",212,212,222,"circle",1,2,1,11,11,14,0.36,0.32,0.32,0.83333,0.08333,0.08333,NA,NA,NA,0.33333,0.33333,0.33333,0.46638,0.20029,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.46637,0.2003,0.33333,0.33333,0.33333,0.33333,323221,1.95979734548109
"388",403,26,53,15,"1/2","English","clouds",0.1,"circles",1,"squares",0.05,"blue things",0.1,"red things",1,"green things",0.1,"color","shape",232,231,331,"polka-dotted",2,1,3,17,8,9,0.08696,0.86957,0.04348,NA,NA,NA,0.08333,0.83333,0.08333,0.33333,0.45823,0.20844,0.33333,0.33333,0.33333,0.15162,0.51504,0.33333,0.33333,0.45822,0.20845,0.33333,0.33333,0.33333,0.15163,0.51503,0.33333,322112,1.64397519726443
"389",404,26,243,16,"1/1","English","blue things",1,"red things",0.1,"green things",0.15,"clouds",0.15,"circles",0.15,"squares",1,"shape","color",321,122,122,"blue",3,3,1,6,13,13,0.11538,0.11538,0.76923,NA,NA,NA,0.8,0.08,0.12,0.15306,0.33333,0.51361,0.33333,0.33333,0.33333,0.51361,0.15306,0.33333,0.15408,0.33333,0.51258,0.33333,0.33333,0.33333,0.51258,0.15408,0.33333,123212,1.67089540348781
"390",405,26,33,17,"2/3","English","clouds",0,"circles",0.9,"squares",0.1,"solid things",0.05,"striped things",0.35,"polka-dotted things",0.7,"texture","shape",232,222,232,"circle",1,1,2,17,14,17,0,0.9,0.1,0.04545,0.31818,0.63636,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.20029,0.46638,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.2003,0.46637,0.33333,0.33333,0.33333,323221,2.14557581836093
"391",406,27,245,3,"1/1","English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",0,"squares",1,"shape","color",333,132,232,"green",3,3,1,27,16,17,0,0,1,NA,NA,NA,0,0,1,0,0,1,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0,1,0.33333,0.33333,0.33333,0.33333,0,0.66667,123211,0.405465108108164
"392",407,27,34,4,"2/3","English","blue things",0,"red things",0,"green things",0,"solid things",0,"striped things",0.4,"polka-dotted things",0,"texture","color",321,321,331,"square",1,3,2,6,6,9,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,323221,1.50407739677627
"393",408,27,35,5,"2/3","English","solid things",0,"striped things",0,"polka-dotted things",0.35,"blue things",0,"red things",0.45,"green things",0,"color","texture",332,333,332,"red",3,2,3,18,27,18,NA,NA,NA,0,0,1,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,213232,1.50407739677627
"394",409,27,112,6,"2/2","English","blue things",0,"red things",1,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,"texture","color",332,333,322,"red",3,3,2,18,27,15,NA,NA,NA,0,0,1,0,1,0,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,213222,0.810930216216329
"395",410,27,109,7,"2/2","English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,"shape","texture",211,211,331,"circle",1,2,1,2,2,9,0,1,0,1,0,0,NA,NA,NA,0.33333,0.66667,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,213221,0.810930216216329
"396",411,27,41,8,"2/3","English","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0,"green things",1,"texture","color",323,333,323,"green",3,2,3,24,27,24,NA,NA,NA,0,1,0,0,0,1,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,323221,1.50407739677627
"397",412,27,272,9,"3/3","English","clouds",0,"circles",0,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",0,"shape","texture",331,331,331,"polka-dotted",2,1,2,9,9,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"398",413,27,11,10,"2/3","English","clouds",1,"circles",0,"squares",0,"blue things",1,"red things",0,"green things",0,"color","shape",111,111,113,"solid",2,1,3,1,1,19,1,0,0,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,323221,1.50407739677627
