"","workerid","utterance","response","feedback","object1","object2","object3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3"
"226",12,"plain",3,"Good","313","221","311","square","plain","green","circle","striped","blue","square","plain","blue","color","red","green","blue"
"227",12,"circle",2,"Good","311","223","222","square","plain","blue","circle","striped","green","circle","striped","red","color","red","green","blue"
"228",12,"circle",1,"Good","231","321","233","circle","dotted","blue","square","striped","blue","circle","dotted","green","color","red","green","blue"
"229",12,"circle",3,"VeryGood","213","322","212","circle","plain","green","square","striped","red","circle","plain","red","color","red","green","blue"
"230",12,"dotted",1,"Good","331","212","332","square","dotted","blue","circle","plain","red","square","dotted","red","color","red","green","blue"
"231",12,"striped",2,"VeryGood","112","322","321","cloud","plain","red","square","striped","red","square","striped","blue","color","red","green","blue"
"232",12,"circle",1,"Good","231","123","232","circle","dotted","blue","cloud","striped","green","circle","dotted","red","color","red","green","blue"
"233",12,"cloud",1,"VeryGood","112","233","111","cloud","plain","red","circle","dotted","green","cloud","plain","blue","color","red","green","blue"
"234",12,"square",2,"VeryGood","123","312","311","cloud","striped","green","square","plain","red","square","plain","blue","color","red","green","blue"
"235",12,"plain",2,"Bad","112","321","113","cloud","plain","red","square","striped","blue","cloud","plain","green","color","red","green","blue"
"236",12,"plain",2,"VeryGood","211","213","321","circle","plain","blue","circle","plain","green","square","striped","blue","color","red","green","blue"
"237",12,"square",2,"VeryGood","331","332","213","square","dotted","blue","square","dotted","red","circle","plain","green","color","red","green","blue"
"238",12,"cloud",3,"Good","123","231","121","cloud","striped","green","circle","dotted","blue","cloud","striped","blue","color","red","green","blue"
"239",12,"striped",2,"VeryGood","213","322","321","circle","plain","green","square","striped","red","square","striped","blue","color","red","green","blue"
"240",12,"square",2,"VeryGood","331","333","121","square","dotted","blue","square","dotted","green","cloud","striped","blue","color","red","green","blue"
"241",13,"plain",2,"VeryGood","332","311","111","square","dotted","red","square","plain","blue","cloud","plain","blue","shape","square","cloud","circle"
"242",13,"blue",2,"Good","133","221","321","cloud","dotted","green","circle","striped","blue","square","striped","blue","shape","square","cloud","circle"
"243",13,"red",3,"VeryGood","311","132","332","square","plain","blue","cloud","dotted","red","square","dotted","red","shape","square","cloud","circle"
"244",13,"plain",3,"Good","113","121","213","cloud","plain","green","cloud","striped","blue","circle","plain","green","shape","square","cloud","circle"
"245",13,"striped",3,"VeryGood","212","123","323","circle","plain","red","cloud","striped","green","square","striped","green","shape","square","cloud","circle"
"246",13,"green",1,"Good","213","113","332","circle","plain","green","cloud","plain","green","square","dotted","red","shape","square","cloud","circle"
"247",13,"plain",3,"Good","111","233","211","cloud","plain","blue","circle","dotted","green","circle","plain","blue","shape","square","cloud","circle"
"248",13,"striped",1,"VeryGood","323","123","211","square","striped","green","cloud","striped","green","circle","plain","blue","shape","square","cloud","circle"
"249",13,"dotted",3,"VeryGood","121","233","333","cloud","striped","blue","circle","dotted","green","square","dotted","green","shape","square","cloud","circle"
"250",13,"red",1,"VeryGood","132","221","232","cloud","dotted","red","circle","striped","blue","circle","dotted","red","shape","square","cloud","circle"
"251",13,"plain",3,"VeryGood","212","321","112","circle","plain","red","square","striped","blue","cloud","plain","red","shape","square","cloud","circle"
"252",13,"striped",1,"VeryGood","321","232","121","square","striped","blue","circle","dotted","red","cloud","striped","blue","shape","square","cloud","circle"
"253",13,"striped",1,"VeryGood","121","221","333","cloud","striped","blue","circle","striped","blue","square","dotted","green","shape","square","cloud","circle"
"254",13,"green",1,"VeryGood","133","233","112","cloud","dotted","green","circle","dotted","green","cloud","plain","red","shape","square","cloud","circle"
"255",13,"striped",2,"VeryGood","332","323","123","square","dotted","red","square","striped","green","cloud","striped","green","shape","square","cloud","circle"
"256",13,"dotted",3,"VeryGood","123","231","131","cloud","striped","green","circle","dotted","blue","cloud","dotted","blue","shape","square","cloud","circle"
"257",13,"green",1,"VeryGood","113","213","221","cloud","plain","green","circle","plain","green","circle","striped","blue","shape","square","cloud","circle"
"258",13,"red",3,"VeryGood","212","221","312","circle","plain","red","circle","striped","blue","square","plain","red","shape","square","cloud","circle"
"259",13,"striped",2,"VeryGood","221","321","312","circle","striped","blue","square","striped","blue","square","plain","red","shape","square","cloud","circle"
"260",13,"striped",1,"VeryGood","321","112","221","square","striped","blue","cloud","plain","red","circle","striped","blue","shape","square","cloud","circle"
"261",14,"square",1,"VeryGood","313","312","122","square","plain","green","square","plain","red","cloud","striped","red","color","green","red","blue"
"262",14,"striped",3,"Good","322","132","321","square","striped","red","cloud","dotted","red","square","striped","blue","color","green","red","blue"
"263",14,"striped",1,"Good","322","111","323","square","striped","red","cloud","plain","blue","square","striped","green","color","green","red","blue"
"264",14,"striped",2,"Good","122","121","232","cloud","striped","red","cloud","striped","blue","circle","dotted","red","color","green","red","blue"
"265",14,"plain",3,"Good","323","213","211","square","striped","green","circle","plain","green","circle","plain","blue","color","green","red","blue"
"266",14,"dotted",2,"VeryGood","111","333","332","cloud","plain","blue","square","dotted","green","square","dotted","red","color","green","red","blue"
"267",14,"plain",1,"Good","211","212","123","circle","plain","blue","circle","plain","red","cloud","striped","green","color","green","red","blue"
"268",14,"dotted",3,"Good","333","122","332","square","dotted","green","cloud","striped","red","square","dotted","red","color","green","red","blue"
"269",14,"circle",2,"Good","312","231","232","square","plain","red","circle","dotted","blue","circle","dotted","red","color","green","red","blue"
"270",14,"dotted",3,"Good","221","133","131","circle","striped","blue","cloud","dotted","green","cloud","dotted","blue","color","green","red","blue"
"271",14,"square",2,"Good","313","311","221","square","plain","green","square","plain","blue","circle","striped","blue","color","green","red","blue"
"272",14,"striped",2,"VeryGood","113","322","321","cloud","plain","green","square","striped","red","square","striped","blue","color","green","red","blue"
"273",14,"dotted",1,"Good","131","132","313","cloud","dotted","blue","cloud","dotted","red","square","plain","green","color","green","red","blue"
"274",14,"square",2,"VeryGood","122","312","311","cloud","striped","red","square","plain","red","square","plain","blue","color","green","red","blue"
"275",14,"cloud",1,"Good","131","133","211","cloud","dotted","blue","cloud","dotted","green","circle","plain","blue","color","green","red","blue"
"276",14,"square",3,"VeryGood","133","311","313","cloud","dotted","green","square","plain","blue","square","plain","green","color","green","red","blue"
"277",14,"cloud",3,"Good","133","312","131","cloud","dotted","green","square","plain","red","cloud","dotted","blue","color","green","red","blue"
"278",14,"circle",1,"Good","232","122","233","circle","dotted","red","cloud","striped","red","circle","dotted","green","color","green","red","blue"
"279",14,"square",1,"VeryGood","332","112","331","square","dotted","red","cloud","plain","red","square","dotted","blue","color","green","red","blue"
"280",14,"dotted",2,"Good","133","132","222","cloud","dotted","green","cloud","dotted","red","circle","striped","red","color","green","red","blue"
"281",15,"blue",2,"VeryGood","233","111","311","circle","dotted","green","cloud","plain","blue","square","plain","blue","shape","cloud","circle","square"
"282",15,"plain",1,"Good","212","112","121","circle","plain","red","cloud","plain","red","cloud","striped","blue","shape","cloud","circle","square"
"283",15,"red",3,"Good","212","333","312","circle","plain","red","square","dotted","green","square","plain","red","shape","cloud","circle","square"
"284",15,"dotted",3,"Good","231","123","331","circle","dotted","blue","cloud","striped","green","square","dotted","blue","shape","cloud","circle","square"
"285",15,"green",1,"Good","323","331","223","square","striped","green","square","dotted","blue","circle","striped","green","shape","cloud","circle","square"
"286",15,"green",2,"Good","321","233","133","square","striped","blue","circle","dotted","green","cloud","dotted","green","shape","cloud","circle","square"
"287",15,"dotted",2,"VeryGood","312","131","331","square","plain","red","cloud","dotted","blue","square","dotted","blue","shape","cloud","circle","square"
"288",15,"green",1,"Good","333","311","133","square","dotted","green","square","plain","blue","cloud","dotted","green","shape","cloud","circle","square"
"289",15,"red",3,"Good","122","331","322","cloud","striped","red","square","dotted","blue","square","striped","red","shape","cloud","circle","square"
"290",15,"green",3,"Good","231","113","213","circle","dotted","blue","cloud","plain","green","circle","plain","green","shape","cloud","circle","square"
"291",15,"dotted",1,"VeryGood","233","333","221","circle","dotted","green","square","dotted","green","circle","striped","blue","shape","cloud","circle","square"
"292",15,"red",3,"Good","122","231","222","cloud","striped","red","circle","dotted","blue","circle","striped","red","shape","cloud","circle","square"
"293",15,"green",2,"VeryGood","323","223","312","square","striped","green","circle","striped","green","square","plain","red","shape","cloud","circle","square"
"294",15,"striped",2,"Good","132","323","123","cloud","dotted","red","square","striped","green","cloud","striped","green","shape","cloud","circle","square"
"295",15,"green",1,"VeryGood","123","223","311","cloud","striped","green","circle","striped","green","square","plain","blue","shape","cloud","circle","square"
"296",15,"green",3,"VeryGood","333","122","233","square","dotted","green","cloud","striped","red","circle","dotted","green","shape","cloud","circle","square"
"297",15,"plain",3,"VeryGood","322","311","211","square","striped","red","square","plain","blue","circle","plain","blue","shape","cloud","circle","square"
"298",15,"blue",1,"VeryGood","131","112","231","cloud","dotted","blue","cloud","plain","red","circle","dotted","blue","shape","cloud","circle","square"
"299",15,"striped",2,"VeryGood","222","122","313","circle","striped","red","cloud","striped","red","square","plain","green","shape","cloud","circle","square"
"300",15,"green",3,"VeryGood","312","323","123","square","plain","red","square","striped","green","cloud","striped","green","shape","cloud","circle","square"
"301",16,"plain",3,"Good","313","232","312","square","plain","green","circle","dotted","red","square","plain","red","color","green","red","blue"
"302",16,"square",2,"Good","113","322","323","cloud","plain","green","square","striped","red","square","striped","green","color","green","red","blue"
"303",16,"dotted",2,"Good","333","331","212","square","dotted","green","square","dotted","blue","circle","plain","red","color","green","red","blue"
"304",16,"striped",1,"Good","222","132","223","circle","striped","red","cloud","dotted","red","circle","striped","green","color","green","red","blue"
"305",16,"striped",3,"VeryGood","233","322","323","circle","dotted","green","square","striped","red","square","striped","green","color","green","red","blue"
"306",16,"plain",2,"Good","332","211","212","square","dotted","red","circle","plain","blue","circle","plain","red","color","green","red","blue"
"307",16,"plain",2,"VeryGood","133","213","212","cloud","dotted","green","circle","plain","green","circle","plain","red","color","green","red","blue"
"308",16,"circle",2,"Good","232","231","113","circle","dotted","red","circle","dotted","blue","cloud","plain","green","color","green","red","blue"
"309",16,"circle",1,"Good","211","121","213","circle","plain","blue","cloud","striped","blue","circle","plain","green","color","green","red","blue"
"310",16,"dotted",2,"VeryGood","131","133","223","cloud","dotted","blue","cloud","dotted","green","circle","striped","green","color","green","red","blue"
"311",16,"dotted",2,"Good","333","332","121","square","dotted","green","square","dotted","red","cloud","striped","blue","color","green","red","blue"
"312",16,"dotted",2,"VeryGood","111","232","231","cloud","plain","blue","circle","dotted","red","circle","dotted","blue","color","green","red","blue"
"313",16,"plain",2,"VeryGood","211","213","123","circle","plain","blue","circle","plain","green","cloud","striped","green","color","green","red","blue"
"314",16,"striped",2,"Good","223","222","131","circle","striped","green","circle","striped","red","cloud","dotted","blue","color","green","red","blue"
"315",16,"cloud",3,"VeryGood","121","213","123","cloud","striped","blue","circle","plain","green","cloud","striped","green","color","green","red","blue"
"316",16,"striped",3,"Good","123","313","122","cloud","striped","green","square","plain","green","cloud","striped","red","color","green","red","blue"
"317",16,"circle",2,"Good","232","231","123","circle","dotted","red","circle","dotted","blue","cloud","striped","green","color","green","red","blue"
"318",16,"dotted",3,"Good","333","222","332","square","dotted","green","circle","striped","red","square","dotted","red","color","green","red","blue"
"319",16,"square",2,"Good","213","331","333","circle","plain","green","square","dotted","blue","square","dotted","green","color","green","red","blue"
"320",16,"plain",3,"VeryGood","212","123","213","circle","plain","red","cloud","striped","green","circle","plain","green","color","green","red","blue"
"321",17,"cloud",2,"Good","312","131","121","square","plain","red","cloud","dotted","blue","cloud","striped","blue","pattern","plain","striped","dotted"
"322",17,"circle",3,"VeryGood","233","112","213","circle","dotted","green","cloud","plain","red","circle","plain","green","pattern","plain","striped","dotted"
"323",17,"cloud",1,"VeryGood","123","133","211","cloud","striped","green","cloud","dotted","green","circle","plain","blue","pattern","plain","striped","dotted"
"324",17,"blue",3,"VeryGood","122","321","311","cloud","striped","red","square","striped","blue","square","plain","blue","pattern","plain","striped","dotted"
"325",17,"cloud",2,"Good","313","132","122","square","plain","green","cloud","dotted","red","cloud","striped","red","pattern","plain","striped","dotted"
"326",17,"circle",1,"VeryGood","213","131","223","circle","plain","green","cloud","dotted","blue","circle","striped","green","pattern","plain","striped","dotted"
"327",17,"red",1,"VeryGood","212","331","232","circle","plain","red","square","dotted","blue","circle","dotted","red","pattern","plain","striped","dotted"
"328",17,"green",1,"VeryGood","313","222","333","square","plain","green","circle","striped","red","square","dotted","green","pattern","plain","striped","dotted"
"329",17,"green",3,"VeryGood","123","231","113","cloud","striped","green","circle","dotted","blue","cloud","plain","green","pattern","plain","striped","dotted"
"330",17,"green",3,"VeryGood","133","231","113","cloud","dotted","green","circle","dotted","blue","cloud","plain","green","pattern","plain","striped","dotted"
"331",17,"green",2,"VeryGood","121","323","333","cloud","striped","blue","square","striped","green","square","dotted","green","pattern","plain","striped","dotted"
"332",17,"circle",1,"VeryGood","212","131","232","circle","plain","red","cloud","dotted","blue","circle","dotted","red","pattern","plain","striped","dotted"
"333",17,"red",1,"VeryGood","212","311","222","circle","plain","red","square","plain","blue","circle","striped","red","pattern","plain","striped","dotted"
"334",17,"red",2,"VeryGood","321","212","232","square","striped","blue","circle","plain","red","circle","dotted","red","pattern","plain","striped","dotted"
"335",17,"cloud",2,"VeryGood","331","112","132","square","dotted","blue","cloud","plain","red","cloud","dotted","red","pattern","plain","striped","dotted"
"336",17,"cloud",1,"Good","131","333","121","cloud","dotted","blue","square","dotted","green","cloud","striped","blue","pattern","plain","striped","dotted"
"337",17,"red",2,"VeryGood","132","122","331","cloud","dotted","red","cloud","striped","red","square","dotted","blue","pattern","plain","striped","dotted"
"338",17,"circle",1,"VeryGood","222","133","232","circle","striped","red","cloud","dotted","green","circle","dotted","red","pattern","plain","striped","dotted"
"339",17,"square",3,"VeryGood","131","332","312","cloud","dotted","blue","square","dotted","red","square","plain","red","pattern","plain","striped","dotted"
"340",17,"circle",1,"VeryGood","213","233","331","circle","plain","green","circle","dotted","green","square","dotted","blue","pattern","plain","striped","dotted"
"341",18,"red",2,"Good","233","222","322","circle","dotted","green","circle","striped","red","square","striped","red","shape","cloud","square","circle"
"342",18,"striped",3,"Bad","223","123","131","circle","striped","green","cloud","striped","green","cloud","dotted","blue","shape","cloud","square","circle"
"343",18,"blue",1,"Bad","213","231","131","circle","plain","green","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle"
"344",18,"plain",3,"Bad","111","211","133","cloud","plain","blue","circle","plain","blue","cloud","dotted","green","shape","cloud","square","circle"
"345",18,"plain",1,"Good","212","312","223","circle","plain","red","square","plain","red","circle","striped","green","shape","cloud","square","circle"
"346",18,"plain",1,"Good","213","132","113","circle","plain","green","cloud","dotted","red","cloud","plain","green","shape","cloud","square","circle"
"347",18,"red",3,"Bad","132","332","323","cloud","dotted","red","square","dotted","red","square","striped","green","shape","cloud","square","circle"
"348",18,"dotted",2,"VeryGood","232","132","211","circle","dotted","red","cloud","dotted","red","circle","plain","blue","shape","cloud","square","circle"
"349",18,"dotted",2,"Bad","332","213","232","square","dotted","red","circle","plain","green","circle","dotted","red","shape","cloud","square","circle"
"350",18,"green",3,"Good","132","113","313","cloud","dotted","red","cloud","plain","green","square","plain","green","shape","cloud","square","circle"
"351",18,"blue",3,"Good","121","113","321","cloud","striped","blue","cloud","plain","green","square","striped","blue","shape","cloud","square","circle"
"352",18,"plain",3,"Bad","211","111","222","circle","plain","blue","cloud","plain","blue","circle","striped","red","shape","cloud","square","circle"
"353",18,"blue",3,"VeryGood","331","213","131","square","dotted","blue","circle","plain","green","cloud","dotted","blue","shape","cloud","square","circle"
"354",18,"striped",3,"Good","112","123","323","cloud","plain","red","cloud","striped","green","square","striped","green","shape","cloud","square","circle"
"355",18,"blue",2,"Good","233","321","121","circle","dotted","green","square","striped","blue","cloud","striped","blue","shape","cloud","square","circle"
"356",18,"red",3,"VeryGood","231","212","312","circle","dotted","blue","circle","plain","red","square","plain","red","shape","cloud","square","circle"
"357",18,"plain",3,"Bad","213","313","121","circle","plain","green","square","plain","green","cloud","striped","blue","shape","cloud","square","circle"
"358",18,"red",2,"Good","332","232","313","square","dotted","red","circle","dotted","red","square","plain","green","shape","cloud","square","circle"
"359",18,"dotted",3,"Bad","233","333","311","circle","dotted","green","square","dotted","green","square","plain","blue","shape","cloud","square","circle"
"360",18,"blue",3,"Good","212","131","331","circle","plain","red","cloud","dotted","blue","square","dotted","blue","shape","cloud","square","circle"
"361",19,"circle",3,"Good","211","323","212","circle","plain","blue","square","striped","green","circle","plain","red","color","green","blue","red"
"362",19,"plain",3,"Good","222","313","311","circle","striped","red","square","plain","green","square","plain","blue","color","green","blue","red"
"363",19,"striped",3,"Good","123","313","122","cloud","striped","green","square","plain","green","cloud","striped","red","color","green","blue","red"
"364",19,"plain",1,"Good","312","131","311","square","plain","red","cloud","dotted","blue","square","plain","blue","color","green","blue","red"
"365",19,"cloud",2,"Good","311","131","133","square","plain","blue","cloud","dotted","blue","cloud","dotted","green","color","green","blue","red"
"366",19,"plain",1,"VeryGood","313","223","312","square","plain","green","circle","striped","green","square","plain","red","color","green","blue","red"
"367",19,"square",2,"VeryGood","312","313","233","square","plain","red","square","plain","green","circle","dotted","green","color","green","blue","red"
"368",19,"striped",1,"VeryGood","321","322","211","square","striped","blue","square","striped","red","circle","plain","blue","color","green","blue","red"
"369",19,"dotted",3,"VeryGood","232","121","231","circle","dotted","red","cloud","striped","blue","circle","dotted","blue","color","green","blue","red"
"370",19,"circle",2,"VeryGood","123","233","232","cloud","striped","green","circle","dotted","green","circle","dotted","red","color","green","blue","red"
"371",19,"striped",2,"VeryGood","322","321","231","square","striped","red","square","striped","blue","circle","dotted","blue","color","green","blue","red"
"372",19,"square",2,"VeryGood","131","321","322","cloud","dotted","blue","square","striped","blue","square","striped","red","color","green","blue","red"
"373",19,"square",3,"Good","323","132","321","square","striped","green","cloud","dotted","red","square","striped","blue","color","green","blue","red"
"374",19,"striped",1,"VeryGood","321","233","322","square","striped","blue","circle","dotted","green","square","striped","red","color","green","blue","red"
"375",19,"dotted",3,"VeryGood","232","323","233","circle","dotted","red","square","striped","green","circle","dotted","green","color","green","blue","red"
"376",19,"dotted",1,"Good","332","122","331","square","dotted","red","cloud","striped","red","square","dotted","blue","color","green","blue","red"
"377",19,"cloud",1,"VeryGood","113","112","323","cloud","plain","green","cloud","plain","red","square","striped","green","color","green","blue","red"
"378",19,"circle",1,"VeryGood","233","121","232","circle","dotted","green","cloud","striped","blue","circle","dotted","red","color","green","blue","red"
"379",19,"plain",2,"VeryGood","212","213","322","circle","plain","red","circle","plain","green","square","striped","red","color","green","blue","red"
"380",19,"striped",1,"VeryGood","223","221","132","circle","striped","green","circle","striped","blue","cloud","dotted","red","color","green","blue","red"
"381",20,"red",2,"Good","313","322","122","square","plain","green","square","striped","red","cloud","striped","red","shape","circle","cloud","square"
"382",20,"dotted",3,"VeryGood","112","133","233","cloud","plain","red","cloud","dotted","green","circle","dotted","green","shape","circle","cloud","square"
"383",20,"plain",3,"Good","123","211","311","cloud","striped","green","circle","plain","blue","square","plain","blue","shape","circle","cloud","square"
"384",20,"red",3,"VeryGood","113","322","222","cloud","plain","green","square","striped","red","circle","striped","red","shape","circle","cloud","square"
"385",20,"blue",2,"VeryGood","132","221","121","cloud","dotted","red","circle","striped","blue","cloud","striped","blue","shape","circle","cloud","square"
"386",20,"striped",3,"Good","121","212","321","cloud","striped","blue","circle","plain","red","square","striped","blue","shape","circle","cloud","square"
"387",20,"blue",1,"VeryGood","131","331","212","cloud","dotted","blue","square","dotted","blue","circle","plain","red","shape","circle","cloud","square"
"388",20,"plain",2,"VeryGood","111","211","122","cloud","plain","blue","circle","plain","blue","cloud","striped","red","shape","circle","cloud","square"
"389",20,"striped",2,"VeryGood","123","223","131","cloud","striped","green","circle","striped","green","cloud","dotted","blue","shape","circle","cloud","square"
"390",20,"blue",1,"Good","321","121","213","square","striped","blue","cloud","striped","blue","circle","plain","green","shape","circle","cloud","square"
"391",20,"plain",3,"VeryGood","112","323","212","cloud","plain","red","square","striped","green","circle","plain","red","shape","circle","cloud","square"
"392",20,"blue",2,"VeryGood","331","131","223","square","dotted","blue","cloud","dotted","blue","circle","striped","green","shape","circle","cloud","square"
"393",20,"plain",2,"VeryGood","133","211","311","cloud","dotted","green","circle","plain","blue","square","plain","blue","shape","circle","cloud","square"
"394",20,"red",3,"VeryGood","322","331","222","square","striped","red","square","dotted","blue","circle","striped","red","shape","circle","cloud","square"
"395",20,"dotted",1,"VeryGood","233","111","133","circle","dotted","green","cloud","plain","blue","cloud","dotted","green","shape","circle","cloud","square"
"396",20,"plain",2,"VeryGood","331","213","313","square","dotted","blue","circle","plain","green","square","plain","green","shape","circle","cloud","square"
"397",20,"striped",3,"Good","333","221","321","square","dotted","green","circle","striped","blue","square","striped","blue","shape","circle","cloud","square"
"398",20,"blue",3,"VeryGood","113","321","221","cloud","plain","green","square","striped","blue","circle","striped","blue","shape","circle","cloud","square"
"399",20,"blue",2,"VeryGood","331","231","222","square","dotted","blue","circle","dotted","blue","circle","striped","red","shape","circle","cloud","square"
"400",20,"blue",3,"VeryGood","331","212","231","square","dotted","blue","circle","plain","red","circle","dotted","blue","shape","circle","cloud","square"
"401",21,"blue",2,"Good","123","231","131","cloud","striped","green","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle"
"402",21,"red",1,"Bad","211","132","232","circle","plain","blue","cloud","dotted","red","circle","dotted","red","shape","cloud","square","circle"
"403",21,"striped",2,"VeryGood","221","321","113","circle","striped","blue","square","striped","blue","cloud","plain","green","shape","cloud","square","circle"
"404",21,"striped",2,"Good","111","223","323","cloud","plain","blue","circle","striped","green","square","striped","green","shape","cloud","square","circle"
"405",21,"green",3,"Good","333","211","233","square","dotted","green","circle","plain","blue","circle","dotted","green","shape","cloud","square","circle"
"406",21,"striped",2,"VeryGood","223","323","231","circle","striped","green","square","striped","green","circle","dotted","blue","shape","cloud","square","circle"
"407",21,"striped",2,"VeryGood","233","122","222","circle","dotted","green","cloud","striped","red","circle","striped","red","shape","cloud","square","circle"
"408",21,"red",3,"VeryGood","312","221","112","square","plain","red","circle","striped","blue","cloud","plain","red","shape","cloud","square","circle"
"409",21,"dotted",2,"Good","132","232","321","cloud","dotted","red","circle","dotted","red","square","striped","blue","shape","cloud","square","circle"
"410",21,"red",3,"Good","131","122","322","cloud","dotted","blue","cloud","striped","red","square","striped","red","shape","cloud","square","circle"
"411",21,"blue",2,"VeryGood","212","331","231","circle","plain","red","square","dotted","blue","circle","dotted","blue","shape","cloud","square","circle"
"412",21,"dotted",3,"Good","133","122","233","cloud","dotted","green","cloud","striped","red","circle","dotted","green","shape","cloud","square","circle"
"413",21,"green",1,"Bad","311","233","333","square","plain","blue","circle","dotted","green","square","dotted","green","shape","cloud","square","circle"
"414",21,"striped",3,"VeryGood","322","133","122","square","striped","red","cloud","dotted","green","cloud","striped","red","shape","cloud","square","circle"
"415",21,"green",2,"VeryGood","333","133","112","square","dotted","green","cloud","dotted","green","cloud","plain","red","shape","cloud","square","circle"
"416",21,"blue",2,"VeryGood","231","131","312","circle","dotted","blue","cloud","dotted","blue","square","plain","red","shape","cloud","square","circle"
"417",21,"red",2,"VeryGood","231","112","212","circle","dotted","blue","cloud","plain","red","circle","plain","red","shape","cloud","square","circle"
"418",21,"green",2,"VeryGood","122","313","213","cloud","striped","red","square","plain","green","circle","plain","green","shape","cloud","square","circle"
"419",21,"striped",2,"VeryGood","221","121","112","circle","striped","blue","cloud","striped","blue","cloud","plain","red","shape","cloud","square","circle"
"420",21,"blue",1,"Good","211","111","133","circle","plain","blue","cloud","plain","blue","cloud","dotted","green","shape","cloud","square","circle"
"421",22,"dotted",3,"Good","131","312","331","cloud","dotted","blue","square","plain","red","square","dotted","blue","shape","cloud","square","circle"
"422",22,"green",1,"VeryGood","323","312","223","square","striped","green","square","plain","red","circle","striped","green","shape","cloud","square","circle"
"423",22,"plain",3,"VeryGood","211","123","311","circle","plain","blue","cloud","striped","green","square","plain","blue","shape","cloud","square","circle"
"424",22,"dotted",3,"VeryGood","323","231","331","square","striped","green","circle","dotted","blue","square","dotted","blue","shape","cloud","square","circle"
"425",22,"red",3,"Good","122","213","322","cloud","striped","red","circle","plain","green","square","striped","red","shape","cloud","square","circle"
"426",22,"green",2,"Good","133","233","111","cloud","dotted","green","circle","dotted","green","cloud","plain","blue","shape","cloud","square","circle"
"427",22,"plain",1,"Good","212","112","131","circle","plain","red","cloud","plain","red","cloud","dotted","blue","shape","cloud","square","circle"
"428",22,"green",3,"VeryGood","213","132","113","circle","plain","green","cloud","dotted","red","cloud","plain","green","shape","cloud","square","circle"
"429",22,"blue",3,"VeryGood","331","222","131","square","dotted","blue","circle","striped","red","cloud","dotted","blue","shape","cloud","square","circle"
"430",22,"green",2,"VeryGood","112","323","223","cloud","plain","red","square","striped","green","circle","striped","green","shape","cloud","square","circle"
"431",22,"striped",1,"VeryGood","323","311","223","square","striped","green","square","plain","blue","circle","striped","green","shape","cloud","square","circle"
"432",22,"red",2,"VeryGood","232","332","123","circle","dotted","red","square","dotted","red","cloud","striped","green","shape","cloud","square","circle"
"433",22,"green",2,"VeryGood","233","133","311","circle","dotted","green","cloud","dotted","green","square","plain","blue","shape","cloud","square","circle"
"434",22,"dotted",1,"Good","231","331","223","circle","dotted","blue","square","dotted","blue","circle","striped","green","shape","cloud","square","circle"
"435",22,"plain",2,"VeryGood","212","312","233","circle","plain","red","square","plain","red","circle","dotted","green","shape","cloud","square","circle"
"436",22,"blue",2,"VeryGood","231","131","213","circle","dotted","blue","cloud","dotted","blue","circle","plain","green","shape","cloud","square","circle"
"437",22,"green",3,"Good","122","333","233","cloud","striped","red","square","dotted","green","circle","dotted","green","shape","cloud","square","circle"
"438",22,"red",2,"VeryGood","222","322","231","circle","striped","red","square","striped","red","circle","dotted","blue","shape","cloud","square","circle"
"439",22,"plain",2,"VeryGood","222","111","311","circle","striped","red","cloud","plain","blue","square","plain","blue","shape","cloud","square","circle"
"440",22,"green",2,"Good","323","223","131","square","striped","green","circle","striped","green","cloud","dotted","blue","shape","cloud","square","circle"
"461",24,"green",2,"Good","131","323","123","cloud","dotted","blue","square","striped","green","cloud","striped","green","shape","cloud","square","circle"
"462",24,"dotted",2,"Good","132","232","121","cloud","dotted","red","circle","dotted","red","cloud","striped","blue","shape","cloud","square","circle"
"463",24,"red",2,"Good","132","332","211","cloud","dotted","red","square","dotted","red","circle","plain","blue","shape","cloud","square","circle"
"464",24,"dotted",1,"VeryGood","131","122","331","cloud","dotted","blue","cloud","striped","red","square","dotted","blue","shape","cloud","square","circle"
"465",24,"blue",3,"VeryGood","333","221","121","square","dotted","green","circle","striped","blue","cloud","striped","blue","shape","cloud","square","circle"
"466",24,"blue",2,"Good","212","231","131","circle","plain","red","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle"
"467",24,"striped",1,"VeryGood","122","111","222","cloud","striped","red","cloud","plain","blue","circle","striped","red","shape","cloud","square","circle"
"468",24,"dotted",1,"VeryGood","132","332","121","cloud","dotted","red","square","dotted","red","cloud","striped","blue","shape","cloud","square","circle"
"469",24,"blue",3,"VeryGood","112","221","321","cloud","plain","red","circle","striped","blue","square","striped","blue","shape","cloud","square","circle"
"470",24,"dotted",1,"VeryGood","133","322","333","cloud","dotted","green","square","striped","red","square","dotted","green","shape","cloud","square","circle"
"471",24,"green",1,"Good","233","333","211","circle","dotted","green","square","dotted","green","circle","plain","blue","shape","cloud","square","circle"
"472",24,"blue",1,"Good","331","131","312","square","dotted","blue","cloud","dotted","blue","square","plain","red","shape","cloud","square","circle"
"473",24,"dotted",3,"VeryGood","232","323","332","circle","dotted","red","square","striped","green","square","dotted","red","shape","cloud","square","circle"
