"","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type"
"388","19","979","13","English","blue things","0.5","red things","0.5","green things","0.3","clouds","0.6","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"323","223","polka-dotted","121112",NA,"False","prior_inference"
"389","19","1788","14","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.45","squares","0.7",NA,NA,NA,NA,NA,NA,NA,"323",NA,"323","123","striped","322132",NA,"True","prior_inference"
"390","19","1242","15","English","solid things","0.55","striped things","0.5","polka-dotted things","0.5","blue things","0.7","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"111",NA,"331","233","cloud","112112",NA,"False","prior_inference"
"391","19","554","17","English","solid","0.7","red","0.2","square","0.7","green","0.2","cloud","0.2",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"313","312","112",NA,NA,"213212","True","utterance_choice"
"392","19","1206","18","English","cloud","0.75","polka-dotted","0.55","red","0.4","green","0.6","striped","0.8","blue","0.3","square","0.65",NA,NA,NA,NA,"7",NA,"131","123","322",NA,NA,"112112","True","utterance_choice"
"393","19","1169","19","English","green","0.65","red","0.4","polka-dotted","0.8","square","0.3","circle","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"232","332","233",NA,NA,"212232","True","utterance_choice"
"394","19","1435","20","English","polka-dotted","0.8","cloud","1","green","0.3","square","0.3","circle","0.3","blue","1",NA,NA,NA,NA,NA,NA,"6",NA,"131","331","233",NA,NA,"322111","True","utterance_choice"
"395","19","1267","21","English","polka-dotted","0.25","solid","1","striped","0","green","0.15","circle","0.5","red","0.5","cloud","0.5","square","0.5","blue","1","9",NA,"133","311","222",NA,NA,"111111","False","utterance_choice"
"396","19","1474","22","English","circle","0.5","striped","0.5","solid","0.75","square","0.5","cloud","0.65","green","1",NA,NA,NA,NA,NA,NA,"6",NA,"223","113","313",NA,NA,"123211","True","utterance_choice"
"397","19","1951","23","English","polka-dotted","1","green","1","circle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"233","233","233",NA,NA,"323232","False","utterance_choice"
"398","19","1694","24","English","striped","1","solid","0.45","square","1","cloud","0.5","blue","0.5","green","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"113","321","321",NA,NA,"121212","False","utterance_choice"
"399","19","1720","25","English","solid","1","circle","1","polka-dotted","0.5","blue","1","cloud","0.5","red","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"211","111","132",NA,NA,"212112","True","utterance_choice"
"400","19","1981","26","English","circle","1","solid","1","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"211","211","211",NA,NA,"323232","False","utterance_choice"
"401","20","146","6","english","clouds","0.8","circles","0.65","squares","0.65","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"133","212","polka-dotted","212111",NA,"True","prior_inference"
"402","20","569","7","english","solid things","0.7","striped things","0.75","polka-dotted things","0.8","clouds","0.25","circles","0.3","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"123",NA,"133","131","green","213212",NA,"True","prior_inference"
"403","20","765","8","english","blue things","0.7","red things","0.5","green things","0.5","solid things","0.65","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"311",NA,"322","122","square","211212",NA,"True","prior_inference"
"404","20","1822","9","english","solid things","0.75","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.35",NA,NA,NA,NA,NA,NA,NA,"321",NA,"121","112","square","122121",NA,"False","prior_inference"
"405","20","1956","10","english","solid things","0.75","striped things","0.35","polka-dotted things","0.5","clouds","0.55","circles","0.45","squares","0.35",NA,NA,NA,NA,NA,NA,NA,"311",NA,"311","311","blue","323232",NA,"False","prior_inference"
"406","20","75","11","english","blue things","0.55","red things","0.7","green things","0.65","solid things","0.7","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"332",NA,"212","221","square","122111",NA,"False","prior_inference"
"407","20","1195","12","english","solid things","0.65","striped things","0.75","polka-dotted things","0.5","blue things","0.35","red things","0.65","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"323",NA,"313","223","square","212232",NA,"True","prior_inference"
"408","20","495","13","english","clouds","0.65","circles","0.35","squares","0.5","blue things","0.2","red things","0.7","green things","0.7",NA,NA,NA,NA,NA,NA,NA,"221",NA,"122","333","striped","211111",NA,"True","prior_inference"
"409","20","1375","14","english","blue things","0.55","red things","0.5","green things","0.35","clouds","0.35","circles","0.75","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"133",NA,"323","213","polka-dotted","113211",NA,"False","prior_inference"
"410","20","172","15","english","solid things","0.6","striped things","0.75","polka-dotted things","0.5","blue things","0.5","red things","0.7","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"133","133","cloud","323212",NA,"True","prior_inference"
"411","20","1978","17","english","red","0.85","solid","0.65","circle","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"212","212","212",NA,NA,"323232","False","utterance_choice"
"412","20","2128","18","english","cloud","0.75","blue","0.3","solid","0.5","striped","0.7","red","0.75","polka-dotted","0.4","circle","0.5","square","0.65",NA,NA,"8",NA,"321","132","212",NA,NA,"111112","True","utterance_choice"
"413","20","1679","19","english","red","0.65","square","0.5","polka-dotted","0.5","green","0.65","circle","0.5","solid","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"312","233","233",NA,NA,"121212","False","utterance_choice"
"414","20","1323","20","english","square","0.75","cloud","0.4","striped","0.25","polka-dotted","0.75","red","0.35","green","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"332","323","133",NA,NA,"122122","True","utterance_choice"
"415","20","1281","21","english","cloud","0.5","green","0.75","polka-dotted","0.25","solid","0.7","striped","0.35","circle","0.7","square","0.5","blue","0.5","red","0.2","9",NA,"332","223","111",NA,NA,"111111","False","utterance_choice"
"416","20","1292","22","english","red","0.75","blue","0.3","circle","0.5","solid","0.7","square","0.75","polka-dotted","0.65","cloud","0.25","striped","0.5","green","0.7","9",NA,"223","331","112",NA,NA,"111111","False","utterance_choice"
"417","20","879","23","english","blue","0.35","red","0.7","striped","0.35","circle","0.3","cloud","0.5","square","0.5","polka-dotted","0.5",NA,NA,NA,NA,"7",NA,"121","222","331",NA,NA,"112122","True","utterance_choice"
"418","20","154","24","english","green","0.5","solid","0.5","striped","0.7","square","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"313","323","323",NA,NA,"323212","True","utterance_choice"
"419","20","1846","25","english","striped","0.75","solid","0.7","square","0.5","circle","0.9","green","0.75","red","0.25",NA,NA,NA,NA,NA,NA,"6",NA,"223","222","312",NA,NA,"122121","True","utterance_choice"
"420","20","2103","26","english","green","0.7","blue","0.5","cloud","0.55","circle","0.5","solid","0.5","striped","0.7","square","0.5","red","0.65",NA,NA,"8",NA,"222","111","313",NA,NA,"111112","True","utterance_choice"
"421","21","406","6","English","solid things","1","striped things","0","polka-dotted things","0","clouds","0","circles","0","squares","1",NA,NA,NA,NA,NA,NA,NA,"311",NA,"221","231","blue","321112",NA,"True","prior_inference"
"422","21","2101","7","English","blue things","0","red things","0","green things","1","clouds","1","circles","0","squares","0",NA,NA,NA,NA,NA,NA,NA,"113",NA,"321","231","solid","111112",NA,"False","prior_inference"
"423","21","269","8","English","solid things","0","striped things","1","polka-dotted things","0","blue things","1","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"221",NA,"212","121","circle","212222",NA,"True","prior_inference"
"424","21","455","9","English","clouds","0","circles","1","squares","0","blue things","0","red things","1","green things","0",NA,NA,NA,NA,NA,NA,NA,"222",NA,"323","131","striped","211111",NA,"True","prior_inference"
"425","21","2067","10","English","clouds","0","circles","0","squares","1","solid things","1","striped things","0","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"312",NA,"132","222","red","321111",NA,"True","prior_inference"
"426","21","1507","11","English","clouds","0","circles","0","squares","1","blue things","1","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"321",NA,"221","222","striped","322112",NA,"True","prior_inference"
"427","21","919","12","English","clouds","0","circles","0","squares","1","blue things","0","red things","0","green things","1",NA,NA,NA,NA,NA,NA,NA,"333",NA,"333","122","polka-dotted","212121",NA,"False","prior_inference"
"428","21","651","13","English","solid things","0","striped things","0","polka-dotted things","1","clouds","1","circles","0","squares","0",NA,NA,NA,NA,NA,NA,NA,"132",NA,"322","233","red","212211",NA,"True","prior_inference"
"429","21","2324","14","English","solid things","0","striped things","0","polka-dotted things","1","blue things","0","red things","0","green things","1",NA,NA,NA,NA,NA,NA,NA,"333",NA,"133","133","square","123232",NA,"False","prior_inference"
"430","21","1211","15","English","clouds","0","circles","1","squares","0","blue things","1","red things","0","green things","0",NA,NA,NA,NA,NA,NA,NA,"221",NA,"331","312","striped","112112",NA,"False","prior_inference"
"431","21","1991","17","English","circle","0","red","1","polka-dotted","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"232","232","232",NA,NA,"323232","False","utterance_choice"
"432","21","299","18","English","cloud","0","polka-dotted","0","solid","1","blue","0","square","0","red","0",NA,NA,NA,NA,NA,NA,"6",NA,"132","111","332",NA,NA,"212222","True","utterance_choice"
"433","21","950","19","English","square","1","solid","0","striped","0.05","green","0","cloud","0.05","red","0",NA,NA,NA,NA,NA,NA,"6",NA,"123","123","312",NA,NA,"212121","False","utterance_choice"
"434","21","401","20","English","striped","0.05","green","0","solid","0.05","polka-dotted","0.1","square","0.1","cloud","1",NA,NA,NA,NA,NA,NA,"6",NA,"123","313","333",NA,NA,"321112","True","utterance_choice"
"435","21","1035","21","English","circle","1","solid","0","red","0","polka-dotted","0.05","cloud","0.05","blue","0",NA,NA,NA,NA,NA,NA,"6",NA,"131","211","112",NA,NA,"212212","True","utterance_choice"
"436","21","1281","22","English","circle","0","green","0.05","square","0.05","solid","1","striped","0.05","red","0.05","polka-dotted","0","blue","0.05","cloud","0.05","9",NA,"332","223","111",NA,NA,"111111","False","utterance_choice"
"437","21","1670","23","English","polka-dotted","0","cloud","0","blue","0","solid","0.05","square","0","green","1",NA,NA,NA,NA,NA,NA,"6",NA,"313","131","131",NA,NA,"121212","False","utterance_choice"
"438","21","879","24","English","blue","0.05","cloud","0","polka-dotted","0.05","red","1","square","0.05","circle","0.05","striped","0.05",NA,NA,NA,NA,"7",NA,"121","222","331",NA,NA,"112122","True","utterance_choice"
"439","21","692","25","English","solid","0.05","cloud","0","striped","0","red","1","circle","0.05","square","0","green","0.05",NA,NA,NA,NA,"7",NA,"313","223","112",NA,NA,"212211","True","utterance_choice"
"440","21","855","26","English","striped","0.05","circle","0","green","0","solid","0","polka-dotted","0","square","0.05","blue","1",NA,NA,NA,NA,"7",NA,"233","211","323",NA,NA,"112122","True","utterance_choice"
"441","22","1131","6","english","blue things","0","red things","1","green things","0.1","solid things","0.15","striped things","1","polka-dotted things","0.3",NA,NA,NA,NA,NA,NA,NA,"222",NA,"211","211","circle","321212",NA,"True","prior_inference"
"442","22","218","7","english","clouds","0.2","circles","0.35","squares","0.65","blue things","0.25","red things","0.4","green things","0.85",NA,NA,NA,NA,NA,NA,NA,"333",NA,"333","321","polka-dotted","212132",NA,"False","prior_inference"
"443","22","2223","8","english","solid things","0.9","striped things","0.15","polka-dotted things","0.05","blue things","0.5","red things","0.2","green things","0.85",NA,NA,NA,NA,NA,NA,NA,"313",NA,"323","333","square","323211",NA,"True","prior_inference"
"444","22","1564","9","english","blue things","0.95","red things","0.1","green things","0.35","solid things","0.35","striped things","0.25","polka-dotted things","0.95",NA,NA,NA,NA,NA,NA,NA,"131",NA,"131","123","cloud","322121",NA,"True","prior_inference"
"445","22","2122","10","english","clouds","0.15","circles","0.25","squares","0.95","solid things","0.95","striped things","0.35","polka-dotted things","0.4",NA,NA,NA,NA,NA,NA,NA,"312",NA,"221","233","red","111112",NA,"False","prior_inference"
"446","22","598","11","english","solid things","0.4","striped things","0.6","polka-dotted things","0.5","clouds","0.25","circles","0.8","squares","0.25",NA,NA,NA,NA,NA,NA,NA,"223",NA,"123","122","green","213212",NA,"True","prior_inference"
"447","22","641","12","english","blue things","0.25","red things","0.35","green things","0.85","clouds","0.6","circles","0.55","squares","0.1",NA,NA,NA,NA,NA,NA,NA,"133",NA,"113","321","polka-dotted","112121",NA,"False","prior_inference"
"448","22","2175","13","english","solid things","0.3","striped things","0.3","polka-dotted things","0.85","clouds","0.2","circles","1","squares","0.25",NA,NA,NA,NA,NA,NA,NA,"232",NA,"121","311","red","121111",NA,"False","prior_inference"
"449","22","1142","14","english","clouds","0.85","circles","0.1","squares","0.15","solid things","0","striped things","0.95","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"122",NA,"212","212","red","321212",NA,"True","prior_inference"
"450","22","1760","15","english","solid things","0.15","striped things","0.35","polka-dotted things","0.8","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"132",NA,"132","112","cloud","322132",NA,"True","prior_inference"
"451","22","1271","17","english","circle","0.4","green","0.7","striped","0.35","solid","0.35","cloud","0.7","red","0.7","square","0.35","blue","0.8","polka-dotted","0.5","9",NA,"122","311","233",NA,NA,"111111","False","utterance_choice"
"452","22","494","18","english","square","0.25","red","0.25","polka-dotted","0.4","green","0.8","solid","0.65","blue","0.2","cloud","0.7","circle","0.65",NA,NA,"8",NA,"133","232","311",NA,NA,"211111","True","utterance_choice"
"453","22","1653","19","english","circle","0.75","red","0.7","blue","0.6","cloud","0.4","polka-dotted","0.6","solid","0.35",NA,NA,NA,NA,NA,NA,"6",NA,"132","211","211",NA,NA,"121212","False","utterance_choice"
"454","22","1291","20","english","green","0.65","square","0.45","blue","0.65","polka-dotted","0.45","circle","0.55","cloud","0.3","solid","0.65","striped","0.35","red","0.6","9",NA,"231","322","113",NA,NA,"111111","False","utterance_choice"
"455","22","1104","21","english","striped","0.55","green","0.5","circle","0.25","red","0.7","cloud","0.4",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"122","223","223",NA,NA,"321212","True","utterance_choice"
"456","22","809","22","english","blue","0.35","square","0.5","red","0.4","striped","0.55","green","0.6","solid","0.5","cloud","0.35","circle","0.6",NA,NA,"8",NA,"212","113","321",NA,NA,"112111","True","utterance_choice"
"457","22","1075","23","english","red","0.3","circle","0.5","striped","0.4","cloud","0.65","green","0.45","square","0.45",NA,NA,NA,NA,NA,NA,"6",NA,"223","322","122",NA,NA,"113212","True","utterance_choice"
"458","22","1272","24","english","green","0.4","polka-dotted","0.5","cloud","0.35","circle","0.5","striped","0.55","blue","0.25","square","0.3","solid","0.7","red","0.6","9",NA,"122","333","211",NA,NA,"111111","False","utterance_choice"
"459","22","382","25","english","square","0.55","blue","0.3","striped","0.65","polka-dotted","0.65","green","0.6",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"333","323","321",NA,NA,"122132","True","utterance_choice"
"460","22","23","26","english","polka-dotted","0.25","circle","0.55","blue","0.3","striped","0.45","cloud","0.5","green","0.3",NA,NA,NA,NA,NA,NA,"6",NA,"131","123","223",NA,NA,"122112","True","utterance_choice"
"461","23","1753","6","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"112",NA,"112","113","cloud","322132",NA,"True","prior_inference"
"462","23","190","7","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"331","331","blue","323212",NA,"True","prior_inference"
"463","23","617","8","english","blue things","0.5","red things","0.5","green things","0.65","solid things","0.5","striped things","0.7","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"223",NA,"123","332","circle","112121",NA,"False","prior_inference"
"464","23","497","9","english","clouds","0.5","circles","0.2","squares","0.8","solid things","0.5","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"332",NA,"222","111","red","211111",NA,"True","prior_inference"
"465","23","2116","10","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"121",NA,"212","313","blue","111112",NA,"False","prior_inference"
"466","23","2071","11","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.9","squares","0.5",NA,NA,NA,NA,NA,NA,NA,"211",NA,"131","321","blue","321111",NA,"True","prior_inference"
"467","23","1593","12","english","blue things","0.8","red things","0.1","green things","0.5","solid things","0.5","striped things","0.85","polka-dotted things","0.1",NA,NA,NA,NA,NA,NA,NA,"321",NA,"321","332","square","322121",NA,"True","prior_inference"
"468","23","1666","13","english","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"312",NA,"233","233","square","121212",NA,"False","prior_inference"
"469","23","2034","14","english","blue things","0.9","red things","0","green things","0.5","solid things","0.5","striped things","0.75","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"321",NA,"322","311","square","322122",NA,"True","prior_inference"
"470","23","834","15","english","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"223",NA,"231","312","striped","112111",NA,"False","prior_inference"
"471","23","915","17","english","solid","0.2","blue","0.95","cloud","0.4","striped","0.7","square","0.6","green","0.75",NA,NA,NA,NA,NA,NA,"6",NA,"113","113","321",NA,NA,"212121","False","utterance_choice"
"472","23","1976","18","english","polka-dotted","0.45","square","0.5","blue","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"331","331","331",NA,NA,"323232","False","utterance_choice"
"473","23","1789","19","english","cloud","0.5","red","1","square","0.5","polka-dotted","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"132","132","332",NA,NA,"322132","True","utterance_choice"
"474","23","637","20","english","striped","0.5","cloud","0.45","red","0.65","circle","0.75","solid","0.5","green","0.5","polka-dotted","0.5",NA,NA,NA,NA,"7",NA,"222","232","113",NA,NA,"112121","True","utterance_choice"
"475","23","1691","21","english","polka-dotted","0.5","square","0.75","green","0.5","solid","0.5","circle","0.75","red","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"232","313","313",NA,NA,"121212","False","utterance_choice"
"476","23","1725","22","english","polka-dotted","0.8","circle","0.6","green","0.5","blue","0.5","square","0.5","solid","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"211","231","333",NA,NA,"212112","True","utterance_choice"
"477","23","1143","23","english","striped","0.5","blue","1","solid","0.5","circle","0.5","cloud","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"211","121","121",NA,NA,"321212","True","utterance_choice"
"478","23","1825","24","english","red","0.5","polka-dotted","0.8","striped","0.7","green","0.5","circle","0.5","square","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"233","333","322",NA,NA,"122121","True","utterance_choice"
"479","23","1696","25","english","green","0.5","cloud","0.5","striped","0.7","red","0.5","solid","0.8","circle","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"122","213","213",NA,NA,"121212","False","utterance_choice"
"480","23","870","26","english","square","0.5","green","0.5","cloud","0.8","striped","0.5","polka-dotted","0.5","solid","0.5","red","0.5",NA,NA,NA,NA,"7",NA,"133","122","313",NA,NA,"112122","True","utterance_choice"
"481","24","2006","6","English","solid things","0.2","striped things","0.8","polka-dotted things","0.5","blue things","0.5","red things","0.9","green things","0.05",NA,NA,NA,NA,NA,NA,NA,"222",NA,"223","212","circle","322122",NA,"True","prior_inference"
"482","24","1859","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"133",NA,"313","313","cloud","123212",NA,"False","prior_inference"
"483","24","257","8","English","solid things","0.05","striped things","0.95","polka-dotted things","0.5","blue things","0.9","red things","0.5","green things","0",NA,NA,NA,NA,NA,NA,NA,"121",NA,"113","321","cloud","212222",NA,"True","prior_inference"
"484","24","740","9","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.15","polka-dotted things","0.9",NA,NA,NA,NA,NA,NA,NA,"133",NA,"123","331","cloud","212122",NA,"True","prior_inference"
"485","24","31","10","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"131",NA,"233","223","cloud","122112",NA,"False","prior_inference"
"486","24","310","11","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.05","striped things","0","polka-dotted things","0.95",NA,NA,NA,NA,NA,NA,NA,"132",NA,"112","121","red","213211",NA,"True","prior_inference"
"487","24","1330","12","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5",NA,NA,NA,NA,NA,NA,NA,"211",NA,"233","131","solid","122122",NA,"False","prior_inference"
"488","24","2192","13","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5",NA,NA,NA,NA,NA,NA,NA,"222",NA,"311","333","circle","121111",NA,"False","prior_inference"
"489","24","1434","14","English","solid things","0.5","striped things","1","polka-dotted things","0","blue things","0.2","red things","0","green things","0.95",NA,NA,NA,NA,NA,NA,NA,"123",NA,"122","131","cloud","322111",NA,"True","prior_inference"
"490","24","1448","15","English","blue things","0.1","red things","0.5","green things","1","solid things","0","striped things","1","polka-dotted things","0.25",NA,NA,NA,NA,NA,NA,NA,"123",NA,"113","131","cloud","322111",NA,"True","prior_inference"
"491","24","909","17","English","striped","0.5","green","0.5","red","0.5","solid","0.5","cloud","0.5","square","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"323","323","112",NA,NA,"212121","False","utterance_choice"
"492","24","1664","18","English","blue","0.5","cloud","0.5","green","0.5","solid","0.5","striped","0.5","square","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"321","113","113",NA,NA,"121212","False","utterance_choice"
"493","24","2250","19","English","circle","0.5","blue","0.5","polka-dotted","1","square","0.5","cloud","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"131","231","331",NA,NA,"323211","True","utterance_choice"
"494","24","301","20","English","polka-dotted","1","blue","0","green","0","red","0","square","0","cloud","0.05",NA,NA,NA,NA,NA,NA,"6",NA,"131","132","333",NA,NA,"213211","True","utterance_choice"
"495","24","1447","21","English","blue","0","striped","0.05","square","1","red","0","solid","0.05","green","0",NA,NA,NA,NA,NA,NA,"6",NA,"312","313","321",NA,NA,"322111","True","utterance_choice"
"496","24","223","22","English","green","0.2","solid","1","cloud","0.15","circle","0.15","red","0.1",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"212","212","113",NA,NA,"212132","True","utterance_choice"
"497","24","1975","23","English","polka-dotted","0.5","green","0.5","circle","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"233","233","233",NA,NA,"323232","False","utterance_choice"
"498","24","19","24","English","red","0.5","striped","0.5","blue","0.75","square","0.5","polka-dotted","0.65","cloud","0.05",NA,NA,NA,NA,NA,NA,"6",NA,"322","331","131",NA,NA,"122112","True","utterance_choice"
"499","24","1265","25","English","striped","0.45","square","0.5","green","0.5","red","0.5","cloud","0.5","circle","0.5","polka-dotted","0.5","solid","0.5","blue","0.5","9",NA,"321","112","233",NA,NA,"111111","False","utterance_choice"
"500","24","220","26","English","blue","0.9","square","0.05","circle","0","solid","0","polka-dotted","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"211","211","331",NA,NA,"212132","True","utterance_choice"
"501","25","555","6","english","blue things","0.65","red things","0.1","green things","0.1","solid things","0.15","striped things","1","polka-dotted things","0",NA,NA,NA,NA,NA,NA,NA,"121",NA,"131","331","cloud","213212",NA,"True","prior_inference"
"502","25","1798","7","english","solid things","0.1","striped things","0.15","polka-dotted things","1","blue things","0","red things","0.8","green things","0",NA,NA,NA,NA,NA,NA,NA,"232",NA,"232","222","circle","322132",NA,"True","prior_inference"
"503","25","647","8","english","blue things","0.5","red things","0.4","green things","0.4","solid things","0.95","striped things","0.1","polka-dotted things","0.1",NA,NA,NA,NA,NA,NA,NA,"111",NA,"211","332","cloud","112121",NA,"False","prior_inference"
"504","25","1458","9","english","clouds","0.1","circles","0.1","squares","0.1","blue things","0.1","red things","0.1","green things","0.1",NA,NA,NA,NA,NA,NA,NA,"112",NA,"232","332","solid","123211",NA,"False","prior_inference"
"505","25","1510","10","english","clouds","0.25","circles","0.35","squares","0.05","solid things","0.2","striped things","0.15","polka-dotted things","0.6",NA,NA,NA,NA,NA,NA,NA,"231",NA,"131","121","blue","322112",NA,"True","prior_inference"
"506","25","85","11","english","blue things","0.1","red things","0.1","green things","0.15","clouds","0.2","circles","0.5","squares","0.15",NA,NA,NA,NA,NA,NA,NA,"233",NA,"323","121","polka-dotted","122111",NA,"False","prior_inference"
"507","25","634","12","english","clouds","0.15","circles","0.1","squares","0.2","solid things","0.15","striped things","0.45","polka-dotted things","0.15",NA,NA,NA,NA,NA,NA,NA,"123",NA,"121","312","green","112121",NA,"False","prior_inference"
"508","25","295","13","english","solid things","0.2","striped things","0.5","polka-dotted things","0.1","blue things","0.05","red things","0","green things","0.15",NA,NA,NA,NA,NA,NA,NA,"223",NA,"231","323","circle","212222",NA,"True","prior_inference"
"509","25","2053","14","english","solid things","0.9","striped things","0.05","polka-dotted things","0.1","blue things","0.1","red things","0.1","green things","0.4",NA,NA,NA,NA,NA,NA,NA,"213",NA,"221","232","circle","321111",NA,"True","prior_inference"
"510","25","104","15","english","blue things","0.15","red things","0.25","green things","0.2","solid things","0.05","striped things","0.15","polka-dotted things","0.85",NA,NA,NA,NA,NA,NA,NA,"132",NA,"112","221","cloud","212111",NA,"True","prior_inference"
"511","25","2338","17","english","polka-dotted","0.8","green","0.75","cloud","0.25","solid","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"133","113","113",NA,NA,"123232","True","utterance_choice"
"512","25","167","18","english","solid","0.7","blue","0.15","cloud","0.1","polka-dotted","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"111","131","131",NA,NA,"323212","True","utterance_choice"
"513","25","912","19","english","cloud","0.15","blue","0.2","polka-dotted","0.75","square","0.75","striped","0.25","green","0.5",NA,NA,NA,NA,NA,NA,"6",NA,"121","121","333",NA,NA,"212121","False","utterance_choice"
"514","25","405","20","english","solid","0.8","blue","0.2","striped","0.75","green","0.85","cloud","0.15","red","0.85",NA,NA,NA,NA,NA,NA,"6",NA,"121","112","113",NA,NA,"321112","True","utterance_choice"
"515","25","1445","21","english","striped","0.75","cloud","0.05","red","0.75","polka-dotted","0.8","blue","0.8","solid","0.8",NA,NA,NA,NA,NA,NA,"6",NA,"111","121","132",NA,NA,"322111","True","utterance_choice"
"516","25","1953","22","english","striped","0.9","green","0.95","square","0.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"323","323","323",NA,NA,"323232","False","utterance_choice"
"517","25","2158","23","english","circle","0.3","blue","0.75","red","0.75","cloud","0.75","square","0.75","striped","0.8","solid","0.75","green","0.25",NA,NA,"8",NA,"223","111","312",NA,NA,"121111","True","utterance_choice"
