"","X.1","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"189",189,189,11,"circle",132,0,132,5,0.428571428571429,"square","shape",8.78896666666667,0.5,121,312,"cloud","circle",0.65,121,2,"circle",1,0.285714285714286,"male",312,"square",0.285714285714286,3,132,"cloud",1,"polka-dotted","22b1",0.5,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.75,"22b1-2","cloud",0.5,5130,0,3,1,"English","Male",NA,37,"Yes",2,16,4,12,16,0.42857,0.28571,0.28571,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,112122,0
"193",193,193,12,"circle",333,0,221,4,0.285714285714286,"circle","shape",10.5134,1,221,231,"cloud","cloud",0.95,231,1,"square",1,0.571428571428571,"female",221,"circle",0.142857142857143,0,333,"cloud",0.5,"striped","22a2b",0.25,"square","['striped', 'polka-dotted', 'blue', 'green']",0.5,"22a2b-2a","square",1,26250,0,2,2,"English","Female","I am wondering if the qualifiers for the sliders were switched because my results were coming out differently than expected.",41,"Yes",2,5,5,8,27,0.28571,0.14286,0.57143,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.44852,0.27574,0.27574,0,0,0,0,0,0,122121,0
"197",197,197,12,"striped",312,1,232,4,0.357142857142857,"striped","texture",10.5134,0,312,232,"solid","solid",0.6,313,0,"solid",2,0.285714285714286,"female",232,"solid",0.357142857142857,1,313,"polka-dotted",0.5,"circle","22a2b",1,"polka-dotted","['circle', 'square', 'red', 'green']",1,"22a2b-2a","striped,polka-dotted",0.8,12711,0,2,2,"English","Female","I am wondering if the qualifiers for the sliders were switched because my results were coming out differently than expected.",41,"Yes",1,17,12,17,21,NA,NA,NA,0.35714,0.35714,0.28571,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.27574,0.44851,0.27575,0,0,0,122112,0
"201",201,201,12,"circle",122,1,223,4,0.4,"circle","shape",10.5134,0,121,122,"cloud","cloud",0.8,121,2,"cloud",1,0.4,"female",223,"circle",0.2,2,223,"square",0.5,"green","321",0.5,"square","['striped', 'blue', 'red', 'green']",1,"321-2","square",1,16090,0,2,2,"English","Female","I am wondering if the qualifiers for the sliders were switched because my results were coming out differently than expected.",41,"Yes",3,23,4,13,23,0.4,0.2,0.4,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.27574,0.27575,0.44851,0,0,0,0,0,0,113212,0
"205",205,205,12,"striped",221,0,111,4,0.333333333333333,"polka-dotted","texture",10.5134,0.5,111,221,"solid","polka-dotted",0.7,321,1,"striped",2,0.333333333333333,"female",111,"striped",0.333333333333333,3,321,"solid",1,"cloud","321",0.5,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.5,"321-2","solid",0.5,161,0,2,2,"English","Female","I am wondering if the qualifiers for the sliders were switched because my results were coming out differently than expected.",41,"Yes",1,1,1,5,6,NA,NA,NA,0.33333,0.33333,0.33333,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.27575,0.27574,0.44851,0,0,0,113212,0
"209",209,225,14,"striped",122,0,132,4,0,"striped","texture",7.1862,1,122,132,"solid","polka-dotted",0.85,313,3,"polka-dotted",2,0.8,"female",132,"solid",0.2,0,313,"solid",0.5,"cloud","22a1",0.25,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22a1-3","striped",1,12571,0,2,2,"English","Male","Thanks for the HIT!  I did my best and hope the data is useful!",44,"Yes",1,16,13,16,21,NA,NA,NA,0,0.2,0.8,NA,NA,NA,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.20983,0.19187,0.5983,0,0,0,212111,0
"213",213,229,14,"circle",132,0,132,4,0.6,"square","shape",7.1862,0.5,121,331,"cloud","circle",0.35,331,3,"circle",1,0.4,"female",121,"cloud",0,1,132,"cloud",1,"red","22b2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.75,"22b2b-2","square",0.5,4860,0,2,2,"English","Male","Thanks for the HIT!  I did my best and hope the data is useful!",44,"Yes",3,16,4,9,16,0.6,0,0.4,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.27029,0.59202,0.13769,0,0,0,0,0,0,122122,0
"217",217,233,14,"circle",213,1,113,3,0.666666666666667,"square","shape",7.1862,0.5,113,213,"cloud","cloud",1,223,3,"cloud",1,0.333333333333333,"female",113,"circle",0,2,223,"circle",0,"solid","322b",0,"square","['solid', 'striped', 'green']",1,"322b-2","square",0.5,17290,0,2,2,"English","Male","Thanks for the HIT!  I did my best and hope the data is useful!",44,"Yes",2,19,19,20,23,0.66667,0,0.33333,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.34333,0.11502,0.54165,0,0,0,0,0,0,213212,0
"221",221,237,14,"circle",212,0,221,5,0.333333333333333,"square","shape",7.1862,0.5,221,212,"cloud","circle",1,221,3,"circle",1,0,"female",323,"cloud",0.666666666666667,3,323,"cloud",1,"striped","22b1",1,"square","['solid', 'striped', 'blue', 'red', 'green']",0.5,"22b1-2","square",0,18200,0,2,2,"English","Male","Thanks for the HIT!  I did my best and hope the data is useful!",44,"Yes",2,5,5,11,24,0.33333,0.66667,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.60955,0.26655,0.1239,0,0,0,0,0,0,212211,0
"225",225,241,15,"red",232,0.5,232,3,0.333333333333333,"blue","color",5.97463333333333,0,211,232,"blue","red",0.65,213,3,"red",3,0.333333333333333,"female",211,"green",0.333333333333333,0,213,"green",1,"polka-dotted","321",0.5,"green","['circle', 'solid', 'polka-dotted']",0.5,"321-3","blue",0.5,10901,0,3,2,"English","Other","This was a fun game",28,"Yes",2,17,2,17,20,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,123211,0
"229",229,245,15,"circle",232,0.5,232,4,0.3125,"cloud","shape",5.97463333333333,0,212,322,"cloud","circle",0.9,212,3,"circle",1,0.125,"female",322,"square",0.5625,1,232,"square",1,"red","321",0.9,"square","['solid', 'striped', 'polka-dotted', 'red']",0.5,"321-2","cloud",0.2,6610,0,3,2,"English","Other","This was a fun game",28,"Yes",3,17,11,15,17,0.3125,0.5625,0.125,NA,NA,NA,NA,NA,NA,0.66667,0.33333,0,0,0,0,0,0,0,0.61716,0.23433,0.14851,0,0,0,0,0,0,322111,0
"233",233,249,15,"circle",213,1,133,4,0.473684210526316,"circle","shape",5.97463333333333,0,213,323,"cloud","cloud",0.4,133,2,"cloud",1,0.263157894736842,"female",323,"circle",0.263157894736842,2,133,"square",0.5,"green","311",0.5,"square","['solid', 'striped', 'polka-dotted', 'green']",0.9,"311-3","square",0.5,22960,0,3,2,"English","Other","This was a fun game",28,"Yes",3,25,20,24,25,0.47368,0.26316,0.26316,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.51874,0.24063,0.24063,0,0,0,0,0,0,321111,0
"237",237,253,15,"circle",222,0.5,222,4,0.285714285714286,"cloud","shape",5.97463333333333,0,221,222,"cloud","circle",0.35,221,3,"circle",1,0.2,"female",332,"square",0.514285714285714,3,332,"square",1,"red","22a2b",0.9,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2a","cloud",0.35,7620,0,3,2,"English","Other","This was a fun game",28,"Yes",3,14,5,14,18,0.28571,0.51429,0.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.51841,0.31731,0.16427,0,0,0,0,0,0,212222,0
"241",241,257,16,"red",222,1,121,3,0.514285714285714,"red","color",11.7366333333333,0,121,122,"blue","blue",0.7,121,2,"blue",3,0.314285714285714,"male",122,"red",0.171428571428571,0,222,"green",0.5,"cloud","322b",0.3,"green","['cloud', 'circle', 'striped']",0.9,"322b-2","green",0.55,3551,0,4,2,"English","Male",NA,30,"Yes",1,4,4,13,14,NA,NA,NA,NA,NA,NA,0.51429,0.17143,0.31429,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.3181,0.19734,0.48456,213212,0
"245",245,261,16,"striped",323,0,323,4,0.0909090909090909,"polka-dotted","texture",11.7366333333333,0.5,221,323,"solid","polka-dotted",0.65,221,2,"striped",2,0.0909090909090909,"male",333,"solid",0.818181818181818,1,333,"solid",1,"green","22a2b",0.9,"polka-dotted","['circle', 'square', 'blue', 'green']",0.1,"22a2b-2b","striped",0.1,28571,0,4,2,"English","Male",NA,30,"Yes",3,24,5,24,27,NA,NA,NA,0.09091,0.81818,0.09091,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.51645,0.30612,0.17742,0,0,0,212122,0
"249",249,265,16,"red",311,0.5,311,4,0.642857142857143,"blue","color",11.7366333333333,0,311,232,"blue","red",0.5,232,2,"red",3,0.285714285714286,"male",313,"blue",0.0714285714285714,2,313,"green",1,"square","22a1",0.1,"green","['circle', 'square', 'solid', 'polka-dotted']",0.9,"22a1-3","green",0.4,12622,0,4,2,"English","Male",NA,30,"Yes",1,3,3,17,21,NA,NA,NA,NA,NA,NA,0.64286,0.07143,0.28571,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.43764,0.33333,0.22902,212111,0
"253",253,269,16,"circle",321,1,121,2,0.72,"circle","shape",11.7366333333333,0,121,221,"cloud","circle",0.75,121,2,"cloud",1,0.16,"male",221,"square",0.12,3,321,"square",0.5,"striped","331",0.15,"square","['striped', 'blue']",0.9,"331-3","cloud",0.2,190,0,4,2,"English","Male",NA,30,"Yes",2,4,4,5,6,0.72,0.12,0.16,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.48861,0.2557,0.2557,0,0,0,0,0,0,323211,0
"257",257,273,17,"striped",212,0.5,222,4,0.130434782608696,"solid","texture",11.7218666666667,0,331,212,"solid","solid",0.6,222,2,"striped",2,0,"female",331,"polka-dotted",0.869565217391304,0,222,"polka-dotted",1,"red","22a1",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.15,"22a1-3","striped",0,3391,0,1,2,"English","Female","I actually had fun with this hit, thank you!",40,"Yes",3,14,9,11,14,NA,NA,NA,0.13043,0.86957,0,NA,NA,NA,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.11045,0.60963,0.27992,0,0,0,212111,0
"261",261,277,17,"red",132,1,231,4,1,"red","color",11.7218666666667,0,231,132,"blue","blue",1,213,2,"blue",3,0,"female",231,"red",0,1,213,"green",0.5,"circle","22b1",0,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.7,"22b1-3","green",0,10812,0,1,2,"English","Female","I actually had fun with this hit, thank you!",40,"Yes",1,8,8,16,20,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.60963,0.27992,0.11045,212211,0
"265",265,281,17,"circle",233,0.5,233,4,0.206896551724138,"cloud","shape",11.7218666666667,0,231,113,"cloud","circle",0.65,113,3,"circle",1,0.310344827586207,"female",231,"square",0.482758620689655,2,233,"square",1,"polka-dotted","22a2b",0.7,"square","['solid', 'polka-dotted', 'blue', 'green']",0.3,"22a2b-2a","cloud",0.45,24600,0,1,2,"English","Female","I actually had fun with this hit, thank you!",40,"Yes",2,26,8,19,26,0.2069,0.48276,0.31034,NA,NA,NA,NA,NA,NA,0.25,0.25,0.5,0,0,0,0,0,0,0.20397,0.26235,0.53368,0,0,0,0,0,0,212122,0
"269",269,285,17,"striped",322,0,132,4,0.384615384615385,"striped","texture",11.7218666666667,1,121,322,"solid","polka-dotted",0.8,121,3,"polka-dotted",2,0.615384615384615,"female",132,"solid",0,3,132,"solid",0.5,"cloud","22b2b",0,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.5,"22b2b-2","striped",0.8,5491,0,1,2,"English","Female","I actually had fun with this hit, thank you!",40,"Yes",1,16,4,15,16,NA,NA,NA,0.38462,0,0.61538,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.48813,0.10557,0.4063,0,0,0,212212,0
"273",273,289,18,"striped",213,1,213,3,1,"striped","texture",3.2663,0,113,213,"solid","solid",0.65,223,3,"solid",2,0,"male",113,"polka-dotted",0,0,223,"polka-dotted",0.5,"circle","322b",0,"polka-dotted","['cloud', 'circle', 'green']",1,"322b-2","striped",0,17291,0,3,2,"English","Male",NA,36,"Yes",1,20,19,20,23,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.31537,0.15161,0.53302,0,0,0,213222,0
"277",277,293,18,"striped",113,1,113,5,0.5,"striped","texture",3.2663,0,131,212,"solid","solid",0.95,131,2,"solid",2,0.25,"male",212,"striped",0.25,1,113,"polka-dotted",0.5,"cloud","22b1",0.5,"polka-dotted","['cloud', 'circle', 'blue', 'red', 'green']",1,"22b1-2","polka-dotted",0.5,8671,0,3,2,"English","Male",NA,36,"Yes",1,19,7,11,19,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.31537,0.53302,0.15161,0,0,0,212211,0
"281",281,297,18,"red",113,1,221,5,0.5,"red","color",3.2663,0,221,232,"blue","blue",0.5,221,3,"blue",3,0.25,"male",232,"green",0.25,2,113,"green",0.5,"circle","211",0.5,"green","['cloud', 'circle', 'solid', 'striped', 'polka-dotted']",1,"211-3","red",0.5,9402,0,3,2,"English","Male",NA,36,"Yes",1,5,5,17,19,NA,NA,NA,NA,NA,NA,0.5,0.25,0.25,0,0,0,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.4849,0.20105,0.31405,211111,0
"285",285,301,18,"circle",212,0.5,212,3,0.256410256410256,"cloud","shape",3.2663,0,112,212,"cloud","circle",0.2,112,3,"circle",1,0.256410256410256,"male",113,"square",0.487179487179487,3,113,"square",1,"red","322b",0.95,"square","['solid', 'red', 'green']",0.5,"322b-2","cloud",0.5,8700,0,3,2,"English","Male",NA,36,"Yes",3,11,10,11,19,0.25641,0.48718,0.25641,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,0,0,0,0,0.17061,0.33746,0.49193,0,0,0,0,0,0,213212,0
"289",289,305,19,"red",113,0.5,113,4,0.333333333333333,"blue","color",6.07456666666667,1,122,322,"blue","green",0.75,322,2,"green",3,0.282051282051282,"female",122,"blue",0.384615384615385,0,113,"red",0,"solid","22a2b",0.75,"green","['cloud', 'square', 'solid', 'striped']",0.65,"22a2b-2a","red",0.55,9192,0,1,1,"english","Male","ty",33,"Yes",2,19,13,15,19,NA,NA,NA,NA,NA,NA,0.33333,0.38462,0.28205,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.39838,0.21692,0.3847,122112,0
"293",293,309,19,"circle",121,0.5,321,3,0,"cloud","shape",6.07456666666667,1,121,321,"cloud","square",0.7,131,3,"square",1,1,"female",321,"circle",0,1,131,"circle",0,"striped","322b",0,"square","['striped', 'polka-dotted', 'blue']",0,"322b-2","cloud",1,330,0,1,1,"english","Male","ty",33,"Yes",2,6,4,6,7,0,0,1,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,0,0,0,0,0.09565,0.48848,0.41587,0,0,0,0,0,0,213212,0
"297",297,313,19,"circle",131,0.5,321,4,0,"cloud","shape",6.07456666666667,1,211,321,"cloud","square",0.6,321,2,"square",1,1,"female",211,"cloud",0,2,131,"circle",0,"striped","311",0,"square","['solid', 'striped', 'polka-dotted', 'blue']",0,"311-3","circle",1,310,0,1,1,"english","Male","ty",33,"Yes",2,6,2,6,7,0,0,1,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.26501,0.26501,0.46998,0,0,0,0,0,0,113211,0
"301",301,317,19,"striped",333,1,321,4,0.375,"striped","texture",6.07456666666667,0,321,312,"solid","solid",0.65,321,2,"solid",2,0,"female",312,"striped",0.625,3,333,"polka-dotted",0.5,"blue","311",1,"polka-dotted","['square', 'blue', 'red', 'green']",0.6,"311-3","polka-dotted",0,26600,0,1,1,"english","Male","ty",33,"Yes",3,6,6,12,27,NA,NA,NA,0.375,0.625,0,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.26501,0.46998,0.26501,0,0,0,113211,0
"305",305,321,20,"red",323,0.5,312,4,0.136363636363636,"blue","color",4.93483333333333,1,312,323,"blue","red",0.75,312,0,"green",3,0,"male",333,"green",0.863636363636364,0,333,"red",0,"solid","321",0.95,"green","['square', 'solid', 'striped', 'polka-dotted']",0.15,"321-2","blue",0,28641,0,3,1,"English","Female",NA,31,"Yes",2,12,12,24,27,NA,NA,NA,NA,NA,NA,0.13636,0.86364,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.42929,0.36516,0.20555,113212,0
"309",309,325,20,"red",212,0.5,122,4,0.208333333333333,"blue","color",4.93483333333333,1,212,122,"blue","blue",0.3,122,2,"green",3,0.166666666666667,"male",213,"red",0.625,1,213,"red",0,"striped","22a2b",0.75,"green","['cloud', 'circle', 'solid', 'striped']",0.25,"22a2b-2b","green",0.2,10452,0,3,1,"English","Female",NA,31,"Yes",2,13,11,13,20,NA,NA,NA,NA,NA,NA,0.20833,0.625,0.16667,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.45605,0.32559,0.21836,122112,0
"313",313,329,20,"circle",123,0,233,3,0.178571428571429,"circle","shape",4.93483333333333,1,123,133,"cloud","circle",0.8,233,2,"square",1,0.285714285714286,"male",133,"cloud",0.535714285714286,2,233,"cloud",0.5,"polka-dotted","322b",0.75,"square","['striped', 'polka-dotted', 'green']",0.25,"322b-2","square",0.4,25970,0,3,1,"English","Female",NA,31,"Yes",2,26,22,25,26,0.17857,0.53571,0.28571,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,0,0,0,0,0.14091,0.35572,0.50337,0,0,0,0,0,0,213212,0
"317",317,333,20,"red",122,1,221,3,0.483870967741935,"green","color",4.93483333333333,0.5,221,122,"blue","blue",0.75,221,2,"blue",3,0.193548387096774,"male",223,"green",0.32258064516129,3,223,"red",0,"circle","321",0.5,"green","['cloud', 'circle', 'striped']",0.75,"321-3","red",0.3,16101,0,3,1,"English","Female",NA,31,"Yes",1,5,5,13,23,NA,NA,NA,NA,NA,NA,0.48387,0.32258,0.19355,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.54675,0.27434,0.17891,213211,0
"321",321,337,21,"red",313,1,313,5,0.3125,"red","color",10.4254333333333,0,212,313,"blue","blue",0.65,133,3,"blue",3,0.46875,"male",212,"green",0.21875,0,133,"green",0.5,"square","22b1",0.35,"green","['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.5,"22b1-2","red",0.75,22242,0,2,1,"english","Male",NA,38,"Yes",1,21,11,21,25,NA,NA,NA,NA,NA,NA,0.3125,0.21875,0.46875,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,112122,0
"325",325,341,21,"striped",213,0.5,213,5,0.483870967741935,"solid","texture",10.4254333333333,1,131,213,"solid","polka-dotted",0.75,323,3,"polka-dotted",2,0.32258064516129,"male",131,"striped",0.193548387096774,1,323,"striped",0,"green","211",0.3,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.75,"211-3","solid",0.5,19481,0,2,1,"english","Male",NA,38,"Yes",3,20,7,20,24,NA,NA,NA,0.48387,0.19355,0.32258,NA,NA,NA,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.39957,0.2671,0.33333,0,0,0,211111,0
"329",329,345,21,"striped",332,0,322,3,0.27027027027027,"polka-dotted","texture",10.4254333333333,0.5,311,322,"solid","striped",0.75,311,3,"striped",2,0.27027027027027,"male",322,"solid",0.459459459459459,2,332,"solid",1,"square","321",0.85,"polka-dotted","['square', 'blue', 'red']",0.5,"321-3","polka-dotted",0.5,7730,0,2,1,"english","Male",NA,38,"Yes",1,15,3,15,18,NA,NA,NA,0.27027,0.45946,0.27027,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.28604,0.42792,0.28604,0,0,0,322111,0
"333",333,349,21,"striped",112,0.5,323,4,0.285714285714286,"solid","texture",10.4254333333333,0,112,113,"solid","striped",0.75,323,3,"striped",2,0.285714285714286,"male",113,"polka-dotted",0.428571428571429,3,323,"polka-dotted",1,"green","22a2b",0.75,"polka-dotted","['cloud', 'square', 'red', 'green']",0.5,"22a2b-2a","solid",0.5,19331,0,2,1,"english","Male",NA,38,"Yes",3,24,10,19,24,NA,NA,NA,0.28571,0.42857,0.28571,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.21761,0.2932,0.48919,0,0,0,211212,0
"337",337,353,22,"circle",122,1,122,4,1,"square","shape",8.4898,0.5,122,222,"cloud","cloud",1,222,3,"cloud",1,0,"female",233,"circle",0,0,233,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",0.9,"22a2b-2b","square",0,23900,0,3,2,"English","Female","That was fun!",33,"Yes",2,13,13,14,26,1,0,0,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.38117,0.08782,0.53101,0,0,0,0,0,0,212112,0
"341",341,357,22,"red",131,0,233,4,0.0476190476190476,"red","color",8.4898,1,131,233,"blue","green",1,333,3,"green",3,0.952380952380952,"female",233,"blue",0,1,333,"blue",0.5,"polka-dotted","321",0,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.05,"321-2","red",1,29061,0,3,2,"English","Female","That was fun!",33,"Yes",2,26,7,26,27,NA,NA,NA,NA,NA,NA,0.04762,0,0.95238,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.09627,0.63458,0.26916,322111,0
"345",345,361,22,"circle",113,0,213,3,0.142857142857143,"circle","shape",8.4898,1,113,213,"cloud","circle",1,223,2,"square",1,0,"female",213,"cloud",0.857142857142857,2,223,"cloud",0.5,"green","322b",0.9,"square","['solid', 'striped', 'green']",0.15,"322b-2","square",0,17290,0,3,2,"English","Female","That was fun!",33,"Yes",3,20,19,20,23,0.14286,0.85714,0,NA,NA,NA,NA,NA,NA,0,0.33333,0.66667,0,0,0,0,0,0,0.09627,0.26916,0.63458,0,0,0,0,0,0,322122,0
"349",349,365,22,"red",333,0,123,5,0,"green","color",8.4898,0.5,221,123,"blue","red",1,123,3,"red",3,1,"female",221,"blue",0,3,333,"blue",1,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"22b1-2","green",0.9,28142,0,3,2,"English","Female","That was fun!",33,"Yes",2,22,5,22,27,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.09657,0.61778,0.28565,212211,0
"353",353,369,23,"red",212,1,231,4,0.9,"red","color",7.98226666666667,0,231,212,"blue","blue",0.75,231,2,"blue",3,0.05,"female",132,"red",0.05,0,132,"green",0.5,"circle","22b2b",0.05,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.9,"22b2b-2","green",0.05,5072,0,3,2,"English","Male",NA,25,"Yes",1,8,8,11,16,NA,NA,NA,NA,NA,NA,0.9,0.05,0.05,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.41239,0.0903,0.49731,212212,0
"357",357,373,23,"striped",111,0,221,4,0.111111111111111,"polka-dotted","texture",7.98226666666667,0.5,111,311,"solid","solid",0.05,311,0,"striped",2,0,"female",221,"striped",0.888888888888889,1,221,"solid",1,"circle","321",0.8,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.1,"321-2","polka-dotted",0,51,0,3,2,"English","Male",NA,25,"Yes",1,5,1,3,5,NA,NA,NA,0.11111,0.88889,0,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.15311,0.40601,0.44088,0,0,0,113212,0
"361",361,377,23,"circle",221,1,322,4,0,"square","shape",7.98226666666667,0.5,221,312,"cloud","cloud",0.9,322,3,"cloud",1,0.947368421052632,"female",312,"circle",0.0526315789473684,2,322,"circle",0,"striped","22a2b",0.05,"square","['solid', 'striped', 'blue', 'red']",0,"22a2b-2a","square",0.9,4230,0,3,2,"English","Male",NA,25,"Yes",2,15,5,12,15,0,0.05263,0.94737,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.56087,0.07581,0.36332,0,0,0,0,0,0,212222,0
"365",365,381,23,"circle",333,1,132,4,1,"square","shape",7.98226666666667,0.5,222,132,"cloud","cloud",1,222,3,"cloud",1,0,"female",132,"circle",0,3,333,"circle",0,"polka-dotted","22b1",0,"square","['striped', 'polka-dotted', 'red', 'green']",1,"22b1-3","square",0,27180,0,3,2,"English","Male",NA,25,"Yes",2,16,14,16,27,1,0,0,NA,NA,NA,NA,NA,NA,0.66667,0.33333,0,0,0,0,0,0,0,0.66822,0.22285,0.10892,0,0,0,0,0,0,212211,0
"369",369,385,24,"striped",112,0.5,112,4,1,"solid","texture",12.967,1,112,312,"solid","polka-dotted",0.35,133,3,"polka-dotted",2,0,"female",312,"striped",0,0,133,"striped",0,"red","22a2b",0,"polka-dotted","['cloud', 'square', 'red', 'green']",0.95,"22a2b-2a","solid",0,20881,0,2,2,"English","Female","I thought this was very interesting and fun.  Thanks",68,"Yes",3,10,10,12,25,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0.27755,0.56099,0.16147,0,0,0,212122,0
"373",373,389,24,"striped",313,0,123,4,0,"striped","texture",12.967,1,313,123,"solid","polka-dotted",0.95,233,3,"polka-dotted",2,0,"female",123,"solid",1,1,233,"solid",0.5,"cloud","311",0.7,"polka-dotted","['cloud', 'circle', 'square', 'green']",0,"311-3","striped",0,25301,0,2,2,"English","Female","I thought this was very interesting and fun.  Thanks",68,"Yes",1,22,21,22,26,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.21997,0.56006,0.21997,0,0,0,113211,0
"377",377,393,24,"striped",111,0,331,4,0,"striped","texture",12.967,1,111,331,"solid","polka-dotted",1,112,3,"polka-dotted",2,0.615384615384615,"female",331,"solid",0.384615384615385,2,112,"solid",0.5,"blue","22a2b",0.5,"polka-dotted","['cloud', 'square', 'blue', 'red']",0,"22a2b-2a","striped",0.8,1121,0,2,2,"English","Female","I thought this was very interesting and fun.  Thanks",68,"Yes",3,9,1,9,10,NA,NA,NA,0,0.38462,0.61538,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.06181,0.49145,0.44675,0,0,0,211212,0
