"","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"895",959,59,"striped",333,0.5,312,5,0.419354838709677,"solid","texture",13.6376333333333,0,111,312,"solid","striped",0.65,111,3,"striped",2,0.258064516129032,"female",312,"polka-dotted",0.32258064516129,3,333,"polka-dotted",1,"square","22b1",0.5,"polka-dotted","['cloud', 'square', 'blue', 'red', 'green']",0.65,"22b1-2","solid",0.4,26551,2,2,2,"English","Male","Interesting experiment",29,"Yes",1,12,1,12,27,NA,NA,NA,0.41935,0.32258,0.25806,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.522,0.33333,0.14467,0,0,0,212211,0
"896",960,59,"striped",222,0.5,222,5,0.354838709677419,"solid","texture",13.6376333333333,0,211,222,"solid","striped",0.65,211,3,"striped",2,0.161290322580645,"female",113,"polka-dotted",0.483870967741935,3,113,"polka-dotted",1,"circle","22b1",0.75,"polka-dotted","['cloud', 'circle', 'blue', 'red', 'green']",0.55,"22b1-2","solid",0.25,8951,3,2,2,"English","Male","Interesting experiment",29,"Yes",1,14,2,14,19,NA,NA,NA,0.35484,0.48387,0.16129,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.44683,0.4085,0.14467,0,0,0,211211,0
"897",961,60,"red",221,0.5,221,4,0.615384615384615,"blue","color",7.5764,0,221,332,"blue","red",1,332,3,"red",3,0,"male",223,"green",0.384615384615385,0,223,"green",1,"circle","22a1",0.5,"green","['circle', 'square', 'striped', 'polka-dotted']",0.8,"22a1-3","blue",0,16802,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,5,5,18,23,NA,NA,NA,NA,NA,NA,0.61538,0.38462,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.47536,0.33333,0.19131,212111,0
"898",962,60,"red",313,0.5,231,5,0.666666666666667,"blue","color",7.5764,0,231,313,"blue","red",1,231,3,"red",3,0,"male",223,"green",0.333333333333333,0,223,"green",1,"circle","22b1",0.5,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",1,"22b1-2","blue",0,17372,1,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,8,8,21,23,NA,NA,NA,NA,NA,NA,0.66667,0.33333,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.55288,0.33333,0.11379,211211,0
"899",963,60,"red",232,0.5,232,4,0.333333333333333,"blue","color",7.5764,0,331,132,"blue","red",1,331,3,"red",3,0,"male",132,"green",0.666666666666667,0,232,"green",1,"polka-dotted","321",1,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.5,"321-2","blue",0,6731,2,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",2,17,9,16,17,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.43219,0.45402,0.11379,322111,0
"900",964,60,"red",313,0.5,313,4,0.333333333333333,"blue","color",7.5764,0,211,112,"blue","red",1,112,3,"red",3,0,"male",211,"green",0.666666666666667,0,313,"green",1,"square","311",1,"green","['cloud', 'circle', 'square', 'solid']",0.5,"311-3","blue",0,11771,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,21,2,10,21,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.43219,0.45402,0.11379,113211,0
"901",965,60,"striped",311,0.5,113,4,0.5,"solid","texture",7.5764,0,311,113,"solid","striped",1,133,3,"striped",2,0.25,"male",113,"polka-dotted",0.25,1,133,"polka-dotted",1,"cloud","22a2b",0.5,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22a2b-2b","solid",0.5,21791,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,19,3,19,25,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.45924,0.33333,0.20742,0,0,0,212122,0
"902",966,60,"striped",122,0.5,122,4,0.666666666666667,"solid","texture",7.5764,0,312,122,"solid","striped",1,312,3,"striped",2,0,"male",232,"polka-dotted",0.333333333333333,1,232,"polka-dotted",1,"cloud","311",0.5,"polka-dotted","['cloud', 'circle', 'square', 'red']",1,"311-3","solid",0,6371,1,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,13,12,13,17,NA,NA,NA,0.66667,0.33333,0,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.45924,0.33333,0.20742,0,0,0,113211,0
"903",967,60,"striped",222,0.5,222,4,0.333333333333333,"solid","texture",7.5764,0,211,222,"solid","striped",1,213,3,"striped",2,0,"male",211,"polka-dotted",0.666666666666667,1,213,"polka-dotted",1,"circle","321",1,"polka-dotted","['circle', 'blue', 'red', 'green']",0.5,"321-2","solid",0,10480,2,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,14,2,14,20,NA,NA,NA,0.33333,0.66667,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.28271,0.50987,0.20742,0,0,0,321211,0
"904",968,60,"striped",323,0.5,323,4,0.333333333333333,"solid","texture",7.5764,0,213,323,"solid","striped",1,213,3,"striped",2,0,"male",133,"polka-dotted",0.666666666666667,1,133,"polka-dotted",1,"green","311",1,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.5,"311-3","solid",0,22961,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",3,24,20,24,25,NA,NA,NA,0.33333,0.66667,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.1609,0.72104,0.11805,0,0,0,321111,0
"905",969,60,"red",313,0,233,4,0.333333333333333,"red","color",7.5764,1,212,313,"blue","green",1,212,3,"green",3,0.666666666666667,"male",233,"blue",0,2,233,"blue",0.5,"circle","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0.5,"22b2b-2","red",1,25002,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,26,11,21,26,NA,NA,NA,NA,NA,NA,0.33333,0,0.66667,0,0,0,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.33333,0.20742,0.45924,212212,0
"906",970,60,"red",133,0,133,4,0.333333333333333,"red","color",7.5764,1,131,212,"blue","green",1,131,3,"green",3,0.666666666666667,"male",212,"blue",0,2,133,"blue",0.5,"cloud","22a1",0,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.5,"22a1-3","red",1,20752,1,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,25,7,11,25,NA,NA,NA,NA,NA,NA,0.33333,0,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18157,0.19686,0.62157,212111,0
"907",971,60,"red",131,0,332,5,0,"red","color",7.5764,1,131,222,"blue","green",1,332,3,"green",3,0.666666666666667,"male",222,"blue",0.333333333333333,2,332,"blue",0.5,"polka-dotted","22b1",0.5,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"22b1-2","red",1,7642,2,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",2,18,7,14,18,NA,NA,NA,NA,NA,NA,0,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11129,0.26715,0.62157,212211,0
"908",972,60,"red",221,0,322,4,0,"red","color",7.5764,1,221,322,"blue","green",1,322,3,"green",3,0.666666666666667,"male",333,"blue",0.333333333333333,2,333,"blue",0.5,"striped","22b1",0.5,"green","['circle', 'square', 'striped', 'polka-dotted']",0,"22b1-3","red",1,26952,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",2,15,5,15,27,NA,NA,NA,NA,NA,NA,0,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05989,0.35724,0.58286,212211,0
"909",973,60,"red",112,0.5,112,2,0.25,"blue","color",7.5764,0,111,112,"blue","red",1,113,3,"red",3,0.25,"male",111,"green",0.5,3,113,"green",1,"cloud","331",1,"green","['cloud', 'solid']",0.5,"331-3","blue",0.5,8520,0,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,10,1,10,19,NA,NA,NA,NA,NA,NA,0.25,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22298,0.55404,0.22298,323211,0
"910",974,60,"red",323,0.5,122,4,0.25,"blue","color",7.5764,0,111,122,"blue","red",1,111,3,"red",3,0.25,"male",122,"green",0.5,3,323,"green",1,"cloud","22b1",1,"green","['cloud', 'square', 'solid', 'striped']",0.5,"22b1-3","blue",0.5,18372,1,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",1,13,1,13,24,NA,NA,NA,NA,NA,NA,0.25,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11215,0.69243,0.19541,212211,0
"911",975,60,"red",313,0.5,212,4,0.25,"blue","color",7.5764,0,111,212,"blue","red",1,111,3,"red",3,0.25,"male",212,"green",0.5,3,313,"green",1,"solid","311",1,"green","['cloud', 'circle', 'square', 'solid']",0.5,"311-3","blue",0.5,11851,2,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",2,11,1,11,21,NA,NA,NA,NA,NA,NA,0.25,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0553,0.84835,0.09635,321111,0
"912",976,60,"red",233,0.5,321,5,0.333333333333333,"blue","color",7.5764,0,321,123,"blue","red",1,321,3,"red",3,0,"male",123,"green",0.666666666666667,3,233,"green",1,"striped","22b1",1,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.5,"22b1-2","blue",0,25152,3,3,2,"English","Female","I thought this was way better than the average hit. It was fun. ",25,"Yes",2,6,6,22,26,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0802,0.84835,0.07146,211211,0
"913",977,61,"striped",321,1,213,4,0.666666666666667,"striped","texture",3.83715,0,321,213,"solid","solid",1,213,2,"solid",2,0.291666666666667,"male",223,"striped",0.0416666666666667,0,223,"polka-dotted",0.5,"circle","22a2b",0.05,"polka-dotted","['circle', 'square', 'blue', 'green']",0.8,"22a2b-2b","polka-dotted",0.35,17161,0,3,2,"English","Male","This was fun and smooth",27,"Yes",1,20,6,20,23,NA,NA,NA,0.66667,0.04167,0.29167,NA,NA,NA,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.42244,0.24423,0.33333,0,0,0,212112,0
"914",978,61,"striped",133,1,111,4,1,"striped","texture",3.83715,0,111,231,"solid","solid",1,111,2,"solid",2,0,"male",231,"striped",0,0,133,"polka-dotted",0.5,"blue","22b2b",0,"polka-dotted","['cloud', 'circle', 'blue', 'green']",0.8,"22b2b-2","polka-dotted",0,20451,1,3,2,"English","Male","This was fun and smooth",27,"Yes",3,1,1,8,25,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0.519,0.24423,0.23677,0,0,0,212212,0
"915",979,61,"striped",223,1,213,4,1,"striped","texture",3.83715,0,332,213,"solid","solid",1,332,2,"solid",2,0,"male",213,"striped",0,0,223,"polka-dotted",0.5,"green","22a1",0,"polka-dotted","['circle', 'square', 'red', 'green']",0.9,"22a1-3","polka-dotted",0,17281,2,3,2,"English","Male","This was fun and smooth",27,"Yes",3,20,18,20,23,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0.64964,0.16235,0.18801,0,0,0,212111,0
"916",980,61,"striped",113,1,113,4,1,"striped","texture",3.83715,0,121,112,"solid","solid",1,112,2,"solid",2,0,"male",121,"striped",0,0,113,"polka-dotted",0.5,"cloud","321",0,"polka-dotted","['cloud', 'blue', 'red', 'green']",1,"321-2","polka-dotted",0,8550,3,3,2,"English","Male","This was fun and smooth",27,"Yes",1,19,4,10,19,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0.69202,0.11997,0.18801,0,0,0,322111,0
"917",981,61,"circle",333,0,233,4,0.357142857142857,"square","shape",3.83715,0.5,121,233,"cloud","circle",0.95,233,2,"circle",1,0.142857142857143,"male",121,"square",0.5,1,333,"cloud",1,"polka-dotted","22a1",0.7,"square","['striped', 'polka-dotted', 'blue', 'green']",0.5,"22a1-3","cloud",0.2,29030,0,3,2,"English","Male","This was fun and smooth",27,"Yes",2,26,4,26,27,0.35714,0.5,0.14286,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0.29295,0.4618,0.24525,0,0,0,0,0,0,212111,0
"918",982,61,"circle",233,0,233,4,0.32258064516129,"square","shape",3.83715,0.5,131,332,"cloud","circle",0.95,332,2,"circle",1,0.129032258064516,"male",131,"square",0.548387096774194,1,233,"cloud",1,"polka-dotted","311",0.85,"square","['polka-dotted', 'blue', 'red', 'green']",0.5,"311-3","cloud",0.2,24420,1,3,2,"English","Male","This was fun and smooth",27,"Yes",2,26,7,18,26,0.32258,0.54839,0.12903,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.2081,0.61769,0.17421,0,0,0,0,0,0,321111,0
"919",983,61,"circle",133,0,231,4,0.272727272727273,"square","shape",3.83715,0.5,231,232,"cloud","circle",0.95,232,2,"circle",1,0.121212121212121,"male",231,"square",0.606060606060606,1,133,"cloud",1,"polka-dotted","321",1,"square","['polka-dotted', 'blue', 'red', 'green']",0.45,"321-2","cloud",0.2,21510,2,3,2,"English","Male","This was fun and smooth",27,"Yes",2,8,8,17,25,0.27273,0.60606,0.12121,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.15644,0.66935,0.17421,0,0,0,0,0,0,322111,0
"920",984,61,"circle",112,0,213,4,0.272727272727273,"square","shape",3.83715,0.5,311,112,"cloud","circle",0.95,311,2,"circle",1,0.121212121212121,"male",213,"square",0.606060606060606,1,213,"cloud",1,"solid","311",1,"square","['solid', 'blue', 'red', 'green']",0.45,"311-3","cloud",0.2,10070,3,3,2,"English","Male","This was fun and smooth",27,"Yes",2,20,3,10,20,0.27273,0.60606,0.12121,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.09832,0.79218,0.1095,0,0,0,0,0,0,321111,0
"921",985,61,"striped",212,0,322,4,0.236842105263158,"polka-dotted","texture",3.83715,0.5,311,212,"solid","striped",1,311,2,"striped",2,0.236842105263158,"male",322,"polka-dotted",0.526315789473684,2,322,"solid",1,"red","22b2b",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.45,"22b2b-2","solid",0.45,4111,0,3,2,"English","Male","This was fun and smooth",27,"Yes",3,15,3,11,15,NA,NA,NA,0.23684,0.52632,0.23684,NA,NA,NA,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.24423,0.42244,0.33333,0,0,0,212212,0
"922",986,61,"striped",233,0,223,4,0.236842105263158,"polka-dotted","texture",3.83715,0.5,312,223,"solid","striped",1,312,2,"striped",2,0.236842105263158,"male",223,"polka-dotted",0.526315789473684,2,233,"solid",1,"green","22a1",1,"polka-dotted","['circle', 'square', 'red', 'green']",0.45,"22a1-3","solid",0.45,25421,1,3,2,"English","Male","This was fun and smooth",27,"Yes",3,23,12,23,26,NA,NA,NA,0.23684,0.52632,0.23684,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.20537,0.55997,0.23466,0,0,0,212111,0
"923",987,61,"striped",332,0,322,3,0.236842105263158,"polka-dotted","texture",3.83715,0.5,311,322,"solid","striped",1,322,2,"striped",2,0.236842105263158,"male",311,"polka-dotted",0.526315789473684,2,332,"solid",1,"square","321",1,"polka-dotted","['square', 'blue', 'red']",0.45,"321-3","solid",0.45,7730,2,3,2,"English","Male","This was fun and smooth",27,"Yes",1,15,3,15,18,NA,NA,NA,0.23684,0.52632,0.23684,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.13742,0.70556,0.15702,0,0,0,322111,0
"924",988,61,"striped",213,0,223,4,0.275,"polka-dotted","texture",3.83715,0.5,321,213,"solid","striped",1,223,2,"striped",2,0.225,"male",321,"polka-dotted",0.5,2,223,"solid",1,"circle","22a2b",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.55,"22a2b-2b","solid",0.45,17161,3,3,2,"English","Male","This was fun and smooth",27,"Yes",1,23,6,20,23,NA,NA,NA,0.275,0.5,0.225,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.09308,0.7499,0.15702,0,0,0,212122,0
"925",989,61,"striped",233,1,313,4,0.5,"striped","texture",3.83715,0,313,133,"solid","solid",1,313,2,"solid",2,0.25,"male",133,"striped",0.25,3,233,"polka-dotted",0.5,"green","321",0.5,"polka-dotted","['cloud', 'circle', 'square', 'green']",1,"321-2","polka-dotted",0.5,25961,0,3,2,"English","Male","This was fun and smooth",27,"Yes",3,21,21,25,26,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.43543,0.33333,0.23124,0,0,0,321211,0
"926",990,61,"striped",121,1,121,4,0.5,"striped","texture",3.83715,0,211,311,"solid","solid",1,311,2,"solid",2,0.25,"male",211,"striped",0.25,3,121,"polka-dotted",0.5,"cloud","321",0.5,"polka-dotted","['cloud', 'circle', 'square', 'blue']",1,"321-2","polka-dotted",0.5,31,1,3,2,"English","Male","This was fun and smooth",27,"Yes",1,4,2,3,4,NA,NA,NA,0.5,0.25,0.25,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.35695,0.41181,0.23124,0,0,0,113212,0
"927",991,61,"striped",312,1,312,2,0.512820512820513,"striped","texture",3.83715,0,312,322,"solid","solid",1,332,2,"solid",2,0.205128205128205,"male",322,"striped",0.282051282051282,3,332,"polka-dotted",0.5,"square","331",0.55,"polka-dotted","['square', 'red']",1,"331-3","polka-dotted",0.4,7820,2,3,2,"English","Male","This was fun and smooth",27,"Yes",1,12,12,15,18,NA,NA,NA,0.51282,0.28205,0.20513,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0.51106,0.31312,0.17582,0,0,0,323211,0
"928",992,61,"striped",311,1,232,4,0.526315789473684,"striped","texture",3.83715,0,311,321,"solid","solid",1,232,2,"solid",2,0.289473684210526,"male",321,"striped",0.184210526315789,3,232,"polka-dotted",0.5,"red","22a1",0.35,"polka-dotted","['circle', 'square', 'blue', 'red']",1,"22a1-3","polka-dotted",0.55,5721,3,3,2,"English","Male","This was fun and smooth",27,"Yes",3,17,3,6,17,NA,NA,NA,0.52632,0.18421,0.28947,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0.46923,0.28749,0.24328,0,0,0,121211,0
"929",993,62,"striped",133,0,133,4,0.0606060606060606,"striped","texture",8.66046666666667,1,232,223,"solid","polka-dotted",1,223,3,"polka-dotted",2,0.575757575757576,"female",232,"solid",0.363636363636364,0,133,"solid",0.5,"green","22b2b",0.6,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.1,"22b2b-2","striped",0.95,22711,0,1,2,"English","Female",NA,29,"Yes",3,25,17,23,25,NA,NA,NA,0.06061,0.36364,0.57576,NA,NA,NA,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.33333,0.28419,0.38247,0,0,0,212212,0
"930",994,62,"striped",233,0,233,4,0,"striped","texture",8.66046666666667,1,311,221,"solid","polka-dotted",1,311,3,"polka-dotted",2,0.769230769230769,"female",221,"solid",0.230769230769231,0,233,"solid",0.5,"circle","22b1",0.3,"polka-dotted","['circle', 'square', 'blue', 'green']",0,"22b1-3","striped",1,23081,1,1,2,"English","Female",NA,29,"Yes",1,26,3,5,26,NA,NA,NA,0,0.23077,0.76923,NA,NA,NA,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0.26369,0.22475,0.51156,0,0,0,211211,0
"931",995,62,"striped",233,0,233,5,0,"striped","texture",8.66046666666667,1,321,123,"solid","polka-dotted",1,123,3,"polka-dotted",2,0.833333333333333,"female",321,"solid",0.166666666666667,0,233,"solid",0.5,"circle","22b1",0.2,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0,"22b1-2","striped",1,25151,2,1,2,"English","Female",NA,29,"Yes",1,26,6,22,26,NA,NA,NA,0,0.16667,0.83333,NA,NA,NA,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0.26369,0.15187,0.58444,0,0,0,112112,0
"932",996,62,"striped",122,0,332,4,0,"striped","texture",8.66046666666667,1,122,332,"solid","polka-dotted",1,313,3,"polka-dotted",2,0.869565217391304,"female",332,"solid",0.130434782608696,0,313,"solid",0.5,"red","22b1",0.15,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22b1-3","striped",1,12881,3,1,2,"English","Female",NA,29,"Yes",3,18,13,18,21,NA,NA,NA,0,0.13043,0.86957,NA,NA,NA,0,0,0,0.11111,0,0.88889,0,0,0,0,0,0,0.18786,0.10816,0.70398,0,0,0,212211,0
"933",997,62,"circle",232,1,312,4,0.303030303030303,"square","shape",8.66046666666667,0.5,312,232,"cloud","cloud",1,313,3,"cloud",1,0.454545454545455,"female",312,"circle",0.242424242424242,1,313,"circle",0,"red","22a2b",0.4,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22a2b-2a","square",0.75,12710,0,1,2,"English","Female",NA,29,"Yes",3,12,12,17,21,0.30303,0.24242,0.45455,NA,NA,NA,NA,NA,NA,0.33333,0,0.66667,0,0,0,0,0,0,0.33333,0.28419,0.38247,0,0,0,0,0,0,212222,0
"934",998,62,"circle",133,1,133,2,0.375,"square","shape",8.66046666666667,0.5,133,233,"cloud","cloud",1,333,3,"cloud",1,0.46875,"female",233,"circle",0.15625,1,333,"circle",0,"green","331",0.25,"square","['polka-dotted', 'green']",0.6,"331-3","square",0.75,29240,1,1,2,"English","Female",NA,29,"Yes",3,25,25,26,27,0.375,0.15625,0.46875,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.45818,0.23097,0.31085,0,0,0,0,0,0,323211,0
"935",999,62,"circle",132,1,132,5,0.5,"square","shape",8.66046666666667,0.5,121,312,"cloud","cloud",1,312,3,"cloud",1,0.40625,"female",121,"circle",0.09375,1,132,"circle",0,"red","22b1",0.15,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0.8,"22b1-2","square",0.65,5130,2,1,2,"English","Female",NA,29,"Yes",3,16,4,12,16,0.5,0.09375,0.40625,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.51129,0.23097,0.25774,0,0,0,0,0,0,212211,0
"936",1000,62,"circle",212,1,122,3,0.515151515151515,"square","shape",8.66046666666667,0.5,212,122,"cloud","cloud",1,222,3,"cloud",1,0.393939393939394,"female",122,"circle",0.0909090909090909,1,222,"circle",0,"striped","322b",0.15,"square","['solid', 'striped', 'red']",0.85,"322b-2","square",0.65,3620,3,1,2,"English","Female",NA,29,"Yes",2,13,11,13,14,0.51515,0.09091,0.39394,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.58577,0.15649,0.25774,0,0,0,0,0,0,213212,0
"937",1001,62,"red",333,1,132,4,0.32258064516129,"red","color",8.66046666666667,0,132,233,"blue","red",1,132,1,"blue",3,0.225806451612903,"female",233,"blue",0.451612903225806,2,333,"green",0.5,"polka-dotted","321",0.7,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.5,"321-2","green",0.35,29151,0,1,2,"English","Female",NA,29,"Yes",2,16,16,26,27,NA,NA,NA,NA,NA,NA,0.32258,0.45161,0.22581,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0.33333,0.41895,0.24772,321211,0
"938",1002,62,"red",222,1,222,4,0.214285714285714,"red","color",8.66046666666667,0,331,222,"blue","red",1,331,1,"blue",3,0.25,"female",223,"blue",0.535714285714286,2,223,"green",0.5,"striped","22a1",0.75,"green","['circle', 'square', 'striped', 'polka-dotted']",0.3,"22a1-3","green",0.35,16262,1,1,2,"English","Female",NA,29,"Yes",2,14,9,14,23,NA,NA,NA,NA,NA,NA,0.21429,0.53571,0.25,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0.25853,0.54939,0.19207,212111,0
"939",1003,62,"red",132,1,132,5,0.2,"red","color",8.66046666666667,0,221,132,"blue","red",1,221,1,"blue",3,0.233333333333333,"female",323,"blue",0.566666666666667,2,323,"green",0.5,"cloud","211",0.85,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.3,"211-3","green",0.35,18802,2,1,2,"English","Female",NA,29,"Yes",1,16,5,16,24,NA,NA,NA,NA,NA,NA,0.2,0.56667,0.23333,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0.18741,0.67336,0.13923,111211,0
"940",1004,62,"red",123,1,332,5,0.129032258064516,"red","color",8.66046666666667,0,111,332,"blue","red",1,332,1,"blue",3,0.225806451612903,"female",111,"blue",0.645161290322581,2,123,"green",0.5,"polka-dotted","211",1,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.2,"211-3","green",0.35,14662,3,1,2,"English","Female",NA,29,"Yes",2,18,1,18,22,NA,NA,NA,NA,NA,NA,0.12903,0.64516,0.22581,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0.12791,0.77705,0.09503,111211,0
"941",1005,62,"red",223,1,321,3,0.411764705882353,"green","color",8.66046666666667,0.5,321,322,"blue","green",1,321,2,"blue",3,0.294117647058824,"female",322,"red",0.294117647058824,3,223,"red",0,"striped","321",0.5,"green","['circle', 'square', 'striped']",0.7,"321-3","blue",0.5,16361,0,1,2,"English","Female",NA,29,"Yes",2,6,6,15,23,NA,NA,NA,NA,NA,NA,0.41176,0.29412,0.29412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.45818,0.27091,0.27091,322111,0
"942",1006,62,"red",212,1,211,4,0.428571428571429,"green","color",8.66046666666667,0.5,211,212,"blue","green",1,322,2,"blue",3,0.285714285714286,"female",211,"red",0.285714285714286,3,322,"red",0,"solid","22a2b",0.5,"green","['circle', 'square', 'solid', 'striped']",0.75,"22a2b-2b","blue",0.5,4102,1,1,2,"English","Female",NA,29,"Yes",2,2,2,11,15,NA,NA,NA,NA,NA,NA,0.42857,0.28571,0.28571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5402,0.18889,0.27091,212112,0
